OBJECTID,Join_Count,TARGET_FID,JOIN_FID,AggGrp_20130430,Year,Season,Month,Day,STATIONID,depth_m,biomass_den_kg_m3,pop_den_no_m3,DECLAT_ctr,DECLON_ctr
9604,1,9604,126,large jellyfish,1997,Fall,11,19,67057,60.167520000000003,1.797919359203340,4.727811988889330,29.905000000000001,-88.155000000000001
9605,1,9605,126,large_jellyfish,1997,Fall,11,19,67056,66.934079999999994,0.000000000000000,0.000000000000000,29.585000000000001,-88.170000000000002
9606,1,9606,107,large_jellyfish,1997,Fall,11,18,67040,108.447840000000000,0.000000000000000,0.000000000000000,29.385000000000002,-88.450000000000003
9607,1,9607,126,large_jellyfish,1997,Fall,11,19,67054,83.576160000000002,0.000000000000000,0.000000000000000,29.524999999999999,-88.257999999999996
9608,1,9608,138,large jellyfish,1997,Fall,11,8,68460,26.700479999999999,8.001227752464899,23.757990864068699,29.986999999999998,-88.760000000000005
9609,1,9609,107,large_jellyfish,1997,Fall,11,19,67052,96.377759999999995,0.000000000000000,0.000000000000000,29.459000000000000,-88.421999999999997
9610,1,9610,125,large_jellyfish,1997,Fall,11,19,67051,88.696799999999996,0.000000000000000,0.000000000000000,29.506000000000000,-88.421999999999997
9611,1,9611,125,large_jellyfish,1997,Fall,11,19,67050,88.696799999999996,0.000000000000000,0.000000000000000,29.553000000000001,-88.427999999999997
9612,1,9612,107,large jellyfish,1997,Fall,11,18,67049,167.152320000000000,2.915034378547400,9.716781261824670,29.262000000000000,-88.474000000000004
9613,1,9613,126,large jellyfish,1997,Fall,11,18,67048,83.576160000000002,5.844463988593800,17.130325483809401,29.530000000000001,-88.231999999999999
9614,1,9614,126,large_jellyfish,1997,Fall,11,18,67047,77.175359999999998,0.000000000000000,0.000000000000000,29.568000000000001,-88.203999999999994
9615,1,9615,108,large_jellyfish,1997,Fall,11,18,67045,133.868159999999990,0.000000000000000,0.000000000000000,29.405000000000001,-88.066000000000003
9616,1,9616,108,large jellyfish,1997,Fall,11,18,67044,167.152320000000000,0.019433562523649,1.943356252364930,29.285000000000000,-88.293999999999997
9617,1,9617,107,large_jellyfish,1997,Fall,11,18,67043,150.510240000000010,0.000000000000000,0.000000000000000,29.280000000000001,-88.370000000000005
9618,1,9618,107,large jellyfish,1997,Fall,11,18,67042,200.619360000000000,0.483767976721301,2.418839883606510,29.254999999999999,-88.369000000000000
9619,1,9619,107,large_jellyfish,1997,Fall,11,18,67041,117.043200000000000,0.000000000000000,0.000000000000000,29.335000000000001,-88.454999999999998
9620,1,9620,126,large_jellyfish,1997,Fall,11,19,67055,77.541120000000006,0.000000000000000,0.000000000000000,29.558000000000000,-88.218000000000004
9621,1,9621,106,large_jellyfish,1997,Fall,11,10,68472,58.521599999999999,0.000000000000000,0.000000000000000,29.344000000000001,-88.866000000000000
9622,1,9622,19,large jellyfish,1997,Fall,10,11,66812,36.758879999999998,2.552813184725860,10.769680623062200,26.145000000000000,-97.088999999999999
9623,1,9623,125,large jellyfish,1997,Fall,11,11,68487,13.350239999999999,0.370856442756194,0.724328989758193,29.893000000000001,-88.808999999999997
9624,1,9624,125,large jellyfish,1997,Fall,11,11,68486,20.116800000000001,22.325268122327000,41.911858256693201,29.904000000000000,-88.787999999999997
9625,1,9625,125,large_jellyfish,1997,Fall,11,11,68485,43.525440000000003,0.000000000000000,0.000000000000000,29.859000000000002,-88.620999999999995
9626,1,9626,138,large jellyfish,1997,Fall,11,11,68483,33.467039999999997,0.744471289062425,5.084194169206810,30.094999999999999,-88.543999999999997
9627,1,9627,138,large jellyfish,1997,Fall,11,11,68482,23.408639999999998,28.140637678592501,45.214004664796200,30.184999999999999,-88.507999999999996
9628,1,9628,59,large_jellyfish,1997,Fall,10,31,66921,200.619360000000000,0.000000000000000,0.000000000000000,28.015000000000001,-93.105999999999995
9629,1,9629,107,large_jellyfish,1997,Fall,11,10,68479,46.817279999999997,0.000000000000000,0.000000000000000,29.384000000000000,-88.840999999999994
9630,1,9630,61,large_jellyfish,1997,Fall,11,11,66980,100.401120000000010,0.000000000000000,0.000000000000000,28.443999999999999,-92.146000000000001
9631,1,9631,125,large_jellyfish,1997,Fall,11,10,68477,53.583840000000002,0.000000000000000,0.000000000000000,29.821999999999999,-88.542000000000002
9632,1,9632,125,large_jellyfish,1997,Fall,11,10,68476,60.167520000000003,0.000000000000000,0.000000000000000,29.844999999999999,-88.466999999999999
9633,1,9633,138,large jellyfish,1997,Fall,11,8,68458,23.408639999999998,0.127005631080888,0.508022524323553,30.039999999999999,-88.783000000000001
9634,1,9634,107,large jellyfish,1997,Fall,11,10,68473,63.459359999999997,0.371848674249014,0.688608656016694,29.367999999999999,-88.819000000000003
9635,1,9635,138,large jellyfish,1997,Fall,11,8,68459,16.642080000000000,0.794578979449810,2.167033580317660,30.001999999999999,-88.802000000000007
9636,1,9636,106,large_jellyfish,1997,Fall,11,9,68471,66.934079999999994,0.000000000000000,0.000000000000000,29.318000000000001,-88.884000000000000
9637,1,9637,107,large_jellyfish,1997,Fall,11,9,68470,125.455680000000000,0.000000000000000,0.000000000000000,29.207999999999998,-88.846000000000004
9638,1,9638,107,large_jellyfish,1997,Fall,11,9,68469,167.152320000000000,0.000000000000000,0.000000000000000,29.149000000000001,-88.680000000000007
9639,1,9639,106,large_jellyfish,1997,Fall,11,9,68468,70.225920000000002,0.000000000000000,0.000000000000000,29.294000000000000,-88.902000000000001
9640,1,9640,107,large_jellyfish,1997,Fall,11,9,68467,56.875680000000003,0.000000000000000,0.000000000000000,29.420999999999999,-88.756000000000000
9641,1,9641,125,large_jellyfish,1997,Fall,11,9,68466,40.050719999999998,0.000000000000000,0.000000000000000,29.640000000000001,-88.585999999999999
9642,1,9642,125,large jellyfish,1997,Fall,11,9,68465,26.700479999999999,16.541646004905800,38.824033851038998,29.742999999999999,-88.772000000000006
9643,1,9643,107,large_jellyfish,1997,Fall,11,9,68464,36.758879999999998,0.000000000000000,0.000000000000000,29.483000000000001,-88.741000000000000
9644,1,9644,125,large jellyfish,1997,Fall,11,9,68463,40.050719999999998,0.782275308938847,3.476779150839320,29.605000000000000,-88.596999999999994
9645,0,9645,-1,large jellyfish,1997,Fall,11,9,68462,13.350239999999999,73.242553920570899,124.584586238409000,29.704999999999998,-88.894000000000005
9646,1,9646,125,large_jellyfish,1997,Fall,11,8,68461,48.463200000000001,0.000000000000000,0.000000000000000,29.960999999999999,-88.531000000000006
9647,1,9647,107,large_jellyfish,1997,Fall,11,10,68478,73.517759999999996,0.000000000000000,0.000000000000000,29.402999999999999,-88.741000000000000
9648,1,9648,107,large_jellyfish,1997,Fall,11,10,68474,100.401120000000010,0.000000000000000,0.000000000000000,29.347000000000001,-88.694999999999993
9649,1,9649,82,large jellyfish,1997,Fall,11,14,67003,40.050719999999998,1.747531106807640,5.844585641497140,28.663000000000000,-91.277000000000001
9650,1,9650,81,large jellyfish,1997,Fall,11,13,66991,60.167520000000003,0.583079493970384,2.259998038644900,28.681000000000001,-91.695999999999998
9651,1,9651,62,large jellyfish,1997,Fall,11,13,66993,110.093760000000000,0.370752429523844,4.943365726984580,28.420000000000002,-91.501999999999995
9652,1,9652,62,large_jellyfish,1997,Fall,11,13,66994,117.043200000000000,0.000000000000000,0.000000000000000,28.373000000000001,-91.501000000000005
9653,1,9653,63,large_jellyfish,1997,Fall,11,13,66995,167.152320000000000,0.000000000000000,0.000000000000000,28.166000000000000,-91.230000000000004
9654,1,9654,62,large_jellyfish,1997,Fall,11,13,66996,200.619360000000000,0.000000000000000,0.000000000000000,28.099000000000000,-91.497000000000000
9655,1,9655,80,large_jellyfish,1997,Fall,11,11,66981,91.988640000000004,0.000000000000000,0.000000000000000,28.486999999999998,-92.126000000000005
9656,1,9656,62,large_jellyfish,1997,Fall,11,13,66997,133.868159999999990,0.000000000000000,0.000000000000000,28.254000000000001,-91.575999999999993
9657,1,9657,62,large jellyfish,1997,Fall,11,13,66998,125.089920000000010,0.022466858187757,2.808357273469650,28.300000000000001,-91.629000000000005
9658,1,9658,62,large jellyfish,1997,Fall,11,13,66999,117.043200000000000,0.130071284244910,2.627702712018380,28.332000000000001,-91.643000000000001
9659,1,9659,62,large_jellyfish,1997,Fall,11,14,67000,108.996480000000010,0.000000000000000,0.000000000000000,28.376000000000001,-91.655000000000001
9660,1,9660,81,large_jellyfish,1997,Fall,11,12,66986,36.758879999999998,0.000000000000000,0.000000000000000,28.936000000000000,-91.810000000000002
9661,1,9661,82,large jellyfish,1997,Fall,11,14,67009,46.817279999999997,4.797990507500230,15.240675729706600,28.634000000000000,-91.284999999999997
9662,1,9662,82,large_jellyfish,1997,Fall,11,14,67002,60.167520000000003,0.000000000000000,0.000000000000000,28.542999999999999,-91.135000000000005
9663,1,9663,106,large_jellyfish,1997,Fall,11,10,68480,33.467039999999997,0.000000000000000,0.000000000000000,29.385000000000002,-88.941000000000003
9664,1,9664,82,large jellyfish,1997,Fall,11,14,67004,26.700479999999999,0.606697961821461,7.533021493485190,28.757000000000001,-91.266999999999996
9665,1,9665,82,large jellyfish,1997,Fall,11,14,67005,20.116800000000001,0.196461835578249,1.528036498941940,28.850000000000001,-91.004000000000005
9666,1,9666,83,large jellyfish,1997,Fall,11,14,67006,30.175200000000000,0.468000158323902,2.455772944728120,28.859000000000002,-90.796000000000006
9667,1,9667,82,large jellyfish,1997,Fall,11,14,67007,20.116800000000001,35.608101334867598,54.330186629046700,28.870000000000001,-90.900999999999996
9668,1,9668,82,large_jellyfish,1997,Fall,11,14,67008,30.175200000000000,0.000000000000000,0.000000000000000,28.821999999999999,-90.911000000000001
9669,1,9669,80,large_jellyfish,1997,Fall,11,12,66982,60.167520000000003,0.000000000000000,0.000000000000000,28.776000000000000,-92.221999999999994
9670,1,9670,81,large_jellyfish,1997,Fall,11,12,66983,33.467039999999997,0.000000000000000,0.000000000000000,28.962000000000000,-91.835999999999999
9671,1,9671,101,large_jellyfish,1997,Fall,11,12,66985,23.408639999999998,0.000000000000000,0.000000000000000,29.044000000000000,-91.804000000000002
9672,1,9672,64,large jellyfish,1997,Fall,11,15,67014,150.510240000000010,0.326642607436160,3.266426074361600,28.250000000000000,-90.388000000000005
9673,1,9673,64,large jellyfish,1997,Fall,11,15,67013,133.868159999999990,0.450815246530654,4.508152465306540,28.285000000000000,-90.396000000000001
9674,1,9674,82,large jellyfish,1997,Fall,11,15,67010,63.459359999999997,1.514939043236720,6.197477904150230,28.530000000000001,-91.167000000000002
9675,1,9675,82,large jellyfish,1997,Fall,11,14,67001,56.875680000000003,0.702294607641788,1.276899286621430,28.588000000000001,-91.302999999999997
9676,1,9676,83,large_jellyfish,1997,Fall,11,16,67025,53.583840000000002,0.000000000000000,0.000000000000000,28.597999999999999,-90.465000000000003
9677,1,9677,85,large_jellyfish,1997,Fall,11,17,67038,167.152320000000000,0.000000000000000,0.000000000000000,28.792999999999999,-89.551000000000002
9678,1,9678,84,large jellyfish,1997,Fall,11,17,67037,46.817279999999997,1.103635139047720,3.678783796825740,28.986000000000001,-89.997000000000000
9679,1,9679,104,large jellyfish,1997,Fall,11,17,67036,43.525440000000003,0.073288270952388,0.488588473015916,29.058000000000000,-89.924999999999997
9680,1,9680,105,large jellyfish,1997,Fall,11,17,67035,33.467039999999997,0.058364473881201,0.389096492541337,29.111999999999998,-89.671999999999997
9681,1,9681,105,large jellyfish,1997,Fall,11,17,67034,66.934079999999994,0.563519058163317,2.254076232653270,29.039999999999999,-89.733999999999995
9682,1,9682,105,large jellyfish,1997,Fall,11,17,67033,56.875680000000003,1.058002266057760,3.306257081430490,28.998000000000001,-89.584999999999994
9683,1,9683,81,large_jellyfish,1997,Fall,11,12,66987,50.109119999999997,0.000000000000000,0.000000000000000,28.786999999999999,-91.698999999999998
9684,1,9684,85,large jellyfish,1997,Fall,11,17,67032,63.459359999999997,1.401810478319690,1.475589977178620,28.978999999999999,-89.545000000000002
9685,1,9685,85,large jellyfish,1997,Fall,11,17,67030,100.401120000000010,0.707779937053127,3.381114348979910,28.981999999999999,-89.629999999999995
9686,1,9686,105,large jellyfish,1997,Fall,11,16,67029,53.583840000000002,1.082695633061320,4.210483017460710,29.079000000000001,-89.713999999999999
9687,1,9687,104,large jellyfish,1997,Fall,11,16,67028,23.408639999999998,0.527561852182152,0.586179835757947,29.129999999999999,-90.066000000000003
9688,1,9688,106,large jellyfish,1997,Fall,11,18,67039,117.043200000000000,0.272154923744762,1.360774618723800,29.021000000000001,-89.013000000000005
9689,1,9689,84,large jellyfish,1997,Fall,11,16,67026,73.517759999999996,0.717978708204148,2.393262360680490,28.742000000000001,-90.122000000000000
9690,1,9690,81,large jellyfish,1997,Fall,11,12,66989,26.700479999999999,0.064384799089617,0.965771986344256,28.968000000000000,-91.594999999999999
9691,1,9691,64,large_jellyfish,1997,Fall,11,16,67024,88.879679999999993,0.000000000000000,0.000000000000000,28.408000000000001,-90.400000000000006
9692,1,9692,84,large_jellyfish,1997,Fall,11,16,67023,50.109119999999997,0.000000000000000,0.000000000000000,28.741000000000000,-90.275000000000006
9693,1,9693,83,large_jellyfish,1997,Fall,11,16,67022,43.525440000000003,0.000000000000000,0.000000000000000,28.649999999999999,-90.393000000000001
9694,1,9694,83,large_jellyfish,1997,Fall,11,16,67021,40.050719999999998,0.000000000000000,0.000000000000000,28.632000000000001,-90.555000000000007
9695,1,9695,83,large jellyfish,1997,Fall,11,15,67020,36.758879999999998,0.660806329587893,0.886393466918701,28.585999999999999,-90.772999999999996
9696,1,9696,64,large jellyfish,1997,Fall,11,15,67019,66.934079999999994,0.183192393080944,1.614029894986290,28.457000000000001,-90.790000000000006
9697,1,9697,64,large jellyfish,1997,Fall,11,15,67018,75.895200000000003,0.289272688837848,3.088320521400510,28.422000000000001,-90.629999999999995
9698,1,9698,64,large jellyfish,1997,Fall,11,15,67017,83.576160000000002,0.440940832433147,4.690859919501570,28.376000000000001,-90.614000000000004
9699,1,9699,64,large_jellyfish,1997,Fall,11,15,67016,100.401120000000010,0.000000000000000,0.000000000000000,28.340000000000000,-90.397000000000006
9700,1,9700,64,large_jellyfish,1997,Fall,11,15,67015,200.619360000000000,0.000000000000000,0.000000000000000,28.210999999999999,-90.391000000000005
9701,1,9701,80,large_jellyfish,1997,Fall,11,12,66988,73.517759999999996,0.000000000000000,0.000000000000000,28.616000000000000,-91.914000000000001
9702,1,9702,84,large_jellyfish,1997,Fall,11,16,67027,83.576160000000002,0.000000000000000,0.000000000000000,28.725999999999999,-90.105999999999995
9703,1,9703,119,large_jellyfish,1997,Summer,6,24,6435,13.350239999999999,0.000000000000000,0.000000000000000,29.655000000000001,-93.790999999999997
9704,1,9704,119,large_jellyfish,1997,Summer,6,24,6436,14.081759999999999,0.000000000000000,0.000000000000000,29.654000000000000,-93.772000000000006
9705,1,9705,119,large_jellyfish,1997,Summer,6,24,6437,16.642080000000000,0.000000000000000,0.000000000000000,29.638000000000002,-93.709999999999994
9706,1,9706,119,large_jellyfish,1997,Summer,6,24,6438,14.081759999999999,0.000000000000000,0.000000000000000,29.672000000000001,-93.688999999999993
9707,1,9707,118,large_jellyfish,1997,Summer,6,3,6431,6.766560000000000,0.000000000000000,0.000000000000000,29.657000000000000,-93.986000000000004
9708,1,9708,118,large_jellyfish,1997,Summer,6,3,6433,13.350239999999999,0.000000000000000,0.000000000000000,29.593000000000000,-94.001000000000005
9709,1,9709,118,large_jellyfish,1997,Summer,6,3,6432,12.435840000000001,0.000000000000000,0.000000000000000,29.608000000000001,-94.040999999999997
9710,1,9710,119,large_jellyfish,1997,Summer,6,24,6434,10.972799999999999,0.000000000000000,0.000000000000000,29.672000000000001,-93.805999999999997
9711,1,9711,118,large_jellyfish,1997,Summer,6,3,6430,6.766560000000000,0.000000000000000,0.000000000000000,29.658999999999999,-93.944000000000003
9712,1,9712,119,large_jellyfish,1997,Summer,6,3,6429,12.618720000000000,0.000000000000000,0.000000000000000,29.606999999999999,-93.835999999999999
9713,1,9713,119,large_jellyfish,1997,Summer,6,3,6428,14.447520000000001,0.000000000000000,0.000000000000000,29.591000000000001,-93.846000000000004
9714,1,9714,119,large_jellyfish,1997,Summer,6,3,6427,19.385280000000002,0.000000000000000,0.000000000000000,29.591999999999999,-93.786000000000001
9715,1,9715,95,large_jellyfish,1997,Summer,6,25,6425,10.058400000000001,0.000000000000000,0.000000000000000,29.247000000000000,-94.846999999999994
9716,1,9716,95,large jellyfish,1997,Summer,6,25,6423,26.700479999999999,0.147415435995587,12.516404943021600,29.266999999999999,-94.608999999999995
9717,1,9717,95,large_jellyfish,1997,Summer,6,25,6421,23.408639999999998,0.000000000000000,0.000000000000000,29.335999999999999,-94.546000000000006
9718,1,9718,95,large jellyfish,1997,Summer,6,25,6419,18.105119999999999,0.247541912828594,24.518437080165601,29.353999999999999,-94.631000000000000
9719,1,9719,95,large jellyfish,1997,Summer,6,25,6420,19.019520000000000,0.668189325679662,61.915245151933100,29.329000000000001,-94.626999999999995
9720,1,9720,119,large_jellyfish,1997,Summer,6,24,6439,10.972799999999999,0.000000000000000,0.000000000000000,29.704999999999998,-93.688999999999993
9721,1,9721,53,large jellyfish,1997,Fall,11,20,6457,25.786079999999998,9.527506017201549,24.623216725807300,28.405000000000001,-96.239000000000004
9722,1,9722,119,large_jellyfish,1997,Summer,6,3,6426,18.470880000000001,0.000000000000000,0.000000000000000,29.605000000000000,-93.754999999999995
9723,1,9723,53,large jellyfish,1997,Fall,11,3,6449,27.431999999999999,0.507228739129299,4.167372269841640,28.405000000000001,-96.206000000000003
9724,1,9724,19,large_jellyfish,1997,Fall,11,13,6459,27.066240000000001,0.000000000000000,0.000000000000000,26.138999999999999,-97.135999999999996
9725,1,9725,19,large_jellyfish,1997,Fall,11,13,6458,18.653759999999998,0.000000000000000,0.000000000000000,26.138000000000002,-97.150999999999996
9726,1,9726,41,large_jellyfish,1997,Summer,6,26,6392,33.467039999999997,0.000000000000000,0.000000000000000,27.805000000000000,-96.941999999999993
9727,1,9727,53,large jellyfish,1997,Fall,11,20,6456,27.431999999999999,12.838483285590700,32.743639263041601,28.388000000000002,-96.239999999999995
9728,1,9728,95,large_jellyfish,1997,Summer,6,18,6418,10.058400000000001,0.000000000000000,0.000000000000000,29.367999999999999,-94.697000000000003
9729,1,9729,53,large_jellyfish,1997,Fall,11,20,6454,33.832799999999999,0.000000000000000,0.000000000000000,28.321000000000002,-96.256000000000000
9730,1,9730,53,large jellyfish,1997,Fall,11,20,6453,34.381439999999998,0.601403414575778,2.238474247800660,28.305000000000000,-96.271000000000001
9731,1,9731,52,large_jellyfish,1997,Fall,11,20,6452,11.704319999999999,0.000000000000000,0.000000000000000,28.305000000000000,-96.421999999999997
9732,1,9732,53,large_jellyfish,1997,Fall,11,20,6455,31.089600000000001,0.000000000000000,0.000000000000000,28.355000000000000,-96.221000000000004
9733,1,9733,53,large jellyfish,1997,Fall,11,20,6450,27.431999999999999,16.447427671273601,29.171605888891602,28.353999999999999,-96.290000000000006
9734,1,9734,119,large_jellyfish,1997,Summer,6,24,6440,4.937760000000000,0.000000000000000,0.000000000000000,29.736999999999998,-93.686999999999998
9735,1,9735,53,large jellyfish,1997,Fall,11,3,6448,34.381439999999998,0.002984632330401,0.746158082600219,28.356000000000002,-96.137000000000000
9736,1,9736,53,large jellyfish,1997,Fall,11,3,6447,34.381439999999998,0.062677278938418,0.746158082600219,28.388000000000002,-96.055999999999997
9737,1,9737,53,large jellyfish,1997,Fall,11,3,6446,27.431999999999999,0.004167372269842,0.595338895691664,28.439000000000000,-96.103999999999999
9738,1,9738,53,large_jellyfish,1997,Fall,11,3,6445,24.505920000000000,0.000000000000000,0.000000000000000,28.454000000000001,-96.123000000000005
9739,1,9739,53,large jellyfish,1997,Fall,11,3,6444,24.140160000000002,0.099540663359646,0.523898228208664,28.472000000000001,-96.087000000000003
9740,1,9740,72,large_jellyfish,1997,Fall,11,3,6443,21.762720000000002,0.000000000000000,0.000000000000000,28.488000000000000,-96.088999999999999
9741,1,9741,72,large jellyfish,1997,Fall,11,3,6442,20.116800000000001,0.663604422397642,3.492654854724440,28.506000000000000,-96.085999999999999
9742,1,9742,119,large_jellyfish,1997,Summer,6,24,6441,10.058400000000001,0.000000000000000,0.000000000000000,29.722999999999999,-93.620000000000005
9743,1,9743,53,large jellyfish,1997,Fall,11,20,6451,24.140160000000002,0.711453793907366,5.762880510295320,28.321999999999999,-96.355000000000004
9744,1,9744,41,large_jellyfish,1997,Summer,6,4,6384,33.467039999999997,0.000000000000000,0.000000000000000,27.864999999999998,-96.890000000000001
9745,0,9745,-1,large_jellyfish,1997,Summer,6,2,6395,33.101280000000003,0.000000000000000,0.000000000000000,25.977000000000000,-97.090999999999994
9746,1,9746,41,large_jellyfish,1997,Summer,6,26,6393,31.821120000000001,0.000000000000000,0.000000000000000,27.827000000000002,-96.941000000000003
9747,1,9747,41,large_jellyfish,1997,Summer,6,26,6391,35.112960000000001,0.000000000000000,0.000000000000000,27.774999999999999,-96.956000000000003
9748,1,9748,41,large_jellyfish,1997,Summer,6,26,6390,36.758879999999998,0.000000000000000,0.000000000000000,27.753000000000000,-96.959999999999994
9749,1,9749,41,large_jellyfish,1997,Summer,6,26,6389,42.428159999999998,0.000000000000000,0.000000000000000,27.690999999999999,-96.957999999999998
9750,1,9750,41,large_jellyfish,1997,Summer,6,26,6388,35.112960000000001,0.000000000000000,0.000000000000000,27.672000000000001,-97.027000000000001
9751,1,9751,41,large_jellyfish,1997,Summer,6,26,6387,20.665440000000000,0.000000000000000,0.000000000000000,27.776000000000000,-97.055999999999997
9752,0,9752,-1,large_jellyfish,1997,Summer,6,2,6394,13.350239999999999,0.000000000000000,0.000000000000000,25.989000000000001,-97.141999999999996
9753,1,9753,41,large_jellyfish,1997,Summer,6,4,6385,37.856160000000003,0.000000000000000,0.000000000000000,27.811000000000000,-96.891000000000005
9754,1,9754,19,large_jellyfish,1997,Summer,6,2,6398,38.404800000000002,0.000000000000000,0.000000000000000,26.122000000000000,-97.060000000000002
9755,1,9755,42,large_jellyfish,1997,Summer,6,4,6383,34.381439999999998,0.000000000000000,0.000000000000000,27.925000000000001,-96.807000000000002
9756,1,9756,42,large_jellyfish,1997,Summer,6,4,6382,24.505920000000000,0.000000000000000,0.000000000000000,27.981000000000002,-96.850999999999999
9757,1,9757,41,large_jellyfish,1997,Summer,6,4,6381,26.151840000000000,0.000000000000000,0.000000000000000,27.876000000000001,-96.941000000000003
9758,1,9758,41,large_jellyfish,1997,Summer,6,4,6380,23.408639999999998,0.000000000000000,0.000000000000000,27.895000000000000,-96.956000000000003
9759,1,9759,41,large_jellyfish,1997,Summer,6,4,6379,20.665440000000000,0.000000000000000,0.000000000000000,27.890000000000001,-96.977000000000004
9760,1,9760,41,large_jellyfish,1997,Summer,6,4,6378,19.019520000000000,0.000000000000000,0.000000000000000,27.859000000000002,-97.009000000000000
9761,1,9761,95,large_jellyfish,1997,Summer,6,25,6424,10.972799999999999,0.000000000000000,0.000000000000000,29.327000000000002,-94.700999999999993
9762,1,9762,19,large_jellyfish,1997,Fall,11,13,6460,36.210239999999999,0.000000000000000,0.000000000000000,26.135000000000002,-97.069999999999993
9763,1,9763,41,large_jellyfish,1997,Summer,6,26,6386,20.665440000000000,0.000000000000000,0.000000000000000,27.789000000000001,-97.040000000000006
9764,1,9764,19,large_jellyfish,1997,Summer,6,19,6406,33.101280000000003,0.000000000000000,0.000000000000000,26.359999999999999,-97.109999999999999
9765,1,9765,95,large_jellyfish,1997,Summer,6,3,6416,27.431999999999999,0.000000000000000,0.000000000000000,29.148000000000000,-94.829999999999998
9766,1,9766,95,large_jellyfish,1997,Summer,6,3,6415,24.505920000000000,0.000000000000000,0.000000000000000,29.210000000000001,-94.775000000000006
9767,1,9767,95,large_jellyfish,1997,Summer,6,3,6414,27.797760000000000,0.000000000000000,0.000000000000000,29.164999999999999,-94.769000000000005
9768,1,9768,95,large_jellyfish,1997,Summer,6,3,6413,27.797760000000000,0.000000000000000,0.000000000000000,29.192000000000000,-94.691000000000003
9769,1,9769,95,large_jellyfish,1997,Summer,6,3,6412,26.700479999999999,0.000000000000000,0.000000000000000,29.231000000000002,-94.688000000000002
9770,1,9770,95,large_jellyfish,1997,Summer,6,3,6411,20.116800000000001,0.000000000000000,0.000000000000000,29.276000000000000,-94.670000000000002
9771,1,9771,95,large_jellyfish,1997,Summer,6,3,6410,16.642080000000000,0.000000000000000,0.000000000000000,29.315999999999999,-94.656999999999996
9772,1,9772,19,large_jellyfish,1997,Summer,6,19,6409,46.817279999999997,0.000000000000000,0.000000000000000,26.266999999999999,-97.024000000000001
9773,0,9773,-1,large_jellyfish,1997,Summer,6,2,6396,41.513759999999998,0.000000000000000,0.000000000000000,25.971000000000000,-97.057000000000002
9774,1,9774,19,large_jellyfish,1997,Summer,6,19,6407,36.210239999999999,0.000000000000000,0.000000000000000,26.350000000000001,-97.088999999999999
9775,1,9775,19,large_jellyfish,1997,Summer,6,2,6397,49.560479999999998,0.000000000000000,0.000000000000000,26.029000000000000,-96.992999999999995
9776,1,9776,19,large_jellyfish,1997,Summer,6,19,6405,31.821120000000001,0.000000000000000,0.000000000000000,26.332000000000001,-97.123999999999995
9777,1,9777,19,large_jellyfish,1997,Summer,6,19,6404,28.163519999999998,0.000000000000000,0.000000000000000,26.283999999999999,-97.144000000000005
9778,1,9778,19,large jellyfish,1997,Summer,6,19,6403,14.447520000000001,0.013168896372700,1.567725758654720,26.245999999999999,-97.174000000000007
9779,1,9779,19,large_jellyfish,1997,Summer,6,19,6402,10.058400000000001,0.000000000000000,0.000000000000000,26.231999999999999,-97.174000000000007
9780,1,9780,19,large_jellyfish,1997,Summer,6,2,6401,10.058400000000001,0.000000000000000,0.000000000000000,26.094000000000001,-97.156000000000006
9781,1,9781,19,large_jellyfish,1997,Summer,6,2,6400,43.891199999999998,0.000000000000000,0.000000000000000,26.222000000000001,-97.028000000000006
9782,1,9782,19,large_jellyfish,1997,Summer,6,2,6399,43.891199999999998,0.000000000000000,0.000000000000000,26.178999999999998,-97.025999999999996
9783,1,9783,95,large_jellyfish,1997,Summer,6,3,6417,27.797760000000000,0.000000000000000,0.000000000000000,29.129000000000001,-94.820999999999998
9784,1,9784,19,large_jellyfish,1997,Summer,6,19,6408,33.832799999999999,0.000000000000000,0.000000000000000,26.298999999999999,-97.058999999999997
9785,1,9785,118,large jellyfish,1997,Fall,11,4,6512,21.031199999999998,3.811161163919460,13.692794600908300,29.524999999999999,-93.924999999999997
9786,1,9786,53,large_jellyfish,1997,Summer,6,2,6573,27.797760000000000,0.000000000000000,0.000000000000000,28.356000000000002,-96.292000000000002
9787,1,9787,119,large_jellyfish,1997,Fall,11,20,6521,8.046720000000001,0.000000000000000,0.000000000000000,29.638999999999999,-93.841999999999999
9788,1,9788,119,large_jellyfish,1997,Fall,11,20,6520,12.618720000000000,0.000000000000000,0.000000000000000,29.617999999999999,-93.822999999999993
9789,1,9789,119,large jellyfish,1997,Fall,11,20,6519,21.031199999999998,0.159749270343930,0.456426486696942,29.556000000000001,-93.808999999999997
9790,1,9790,119,large jellyfish,1997,Fall,11,20,6518,16.093440000000001,1.250370437991350,2.444858398307100,29.670999999999999,-93.605000000000004
9791,1,9791,119,large jellyfish,1997,Fall,11,20,6517,8.046720000000001,0.005064349539350,0.174632742736221,29.739000000000001,-93.606999999999999
9792,1,9792,119,large jellyfish,1997,Fall,11,20,6516,10.058400000000001,0.010041382707333,0.218290928420277,29.722000000000001,-93.637000000000000
9793,1,9793,119,large jellyfish,1997,Fall,11,20,6515,14.081759999999999,0.152803649894194,0.611214599576776,29.689000000000000,-93.658000000000001
9794,1,9794,95,large jellyfish,1997,Fall,11,25,6503,23.408639999999998,0.398086450059937,0.609627029188265,29.181000000000001,-94.775999999999996
