"stationid","agg_grp","year","month","day","depth_m","decslat_ctr","decslon_ctr","subregion_depth","subregion_alongshore","use_pop_den_no_m2","use_biomass_den_kg_m2","biomass_den_kg_m3","pop_den_no_m3"
58495,"large jellyfish",2002,4,25,186,27.857,-91.8435,"2_shelf","2_Lou",0,0,0,0
58497,"large jellyfish",2002,4,25,124.9,27.859,-91.836,"2_shelf","2_Lou",0,0,0,0
58498,"large jellyfish",2002,4,25,109,27.855,-91.823,"2_shelf","2_Lou",0,0,0,0
58499,"large jellyfish",2002,4,25,103,27.849,-91.813,"2_shelf","2_Lou",0,0,0,0
58500,"large jellyfish",2002,4,26,136,28.05,-91.4865,"2_shelf","2_Lou",0,0,0,0
58501,"large jellyfish",2002,4,26,108.6,28.0395,-91.48,"2_shelf","2_Lou",0,0,0,0
58503,"large jellyfish",2002,4,26,131,28.0355,-91.4935,"2_shelf","2_Lou",0,0,0,0
58504,"large jellyfish",2002,4,26,93,28.049,-91.4835,"2_shelf","2_Lou",0,0,0,0
58505,"large jellyfish",2002,4,26,132,28.05,-91.477,"2_shelf","2_Lou",0,0,0,0
58507,"large jellyfish",2002,4,26,116.5,28.051,-91.467,"2_shelf","2_Lou",0,0,0,0
58508,"large jellyfish",2002,4,26,142,28.03,-91.4775,"2_shelf","2_Lou",0,0,0,0
58509,"large jellyfish",2002,4,26,132,28.016,-91.468,"2_shelf","2_Lou",0,0,0,0
58510,"large jellyfish",2002,4,27,66,28.634,-89.5555,"2_shelf","2_Lou",0,0,0,0
58511,"large jellyfish",2002,4,27,84.9,28.6355,-89.549,"2_shelf","2_Lou",0,0,0,0
58512,"large jellyfish",2002,4,27,100,28.643,-89.54,"2_shelf","2_Lou",0,0,0,0
58514,"large jellyfish",2002,4,27,85.4,28.6395,-89.5485,"2_shelf","2_Lou",0,0,0,0
58517,"large jellyfish",2002,4,27,70.4,28.628,-89.557,"2_shelf","2_Lou",0,0,0,0
58518,"large jellyfish",2002,4,27,84,28.634,-89.551,"2_shelf","2_Lou",0,0,0,0
58519,"large jellyfish",2002,4,28,64.4,29.232,-88.441,"2_shelf","2_Lou",0,0,0,0
58520,"large jellyfish",2002,4,28,63.6,29.231,-88.439,"2_shelf","2_Lou",0,0,0,0
58522,"large jellyfish",2002,4,28,140,29.229,-88.4345,"2_shelf","2_Lou",0,0,0,0
58523,"large jellyfish",2002,4,28,142,29.2275,-88.44,"2_shelf","2_Lou",0,0,0,0
58524,"large jellyfish",2002,4,28,136,29.2335,-88.4355,"2_shelf","2_Lou",0,0,0,0
58525,"large jellyfish",2002,4,28,88,29.254,-88.339,"2_shelf","2_Lou",0,0,0,0
58526,"large jellyfish",2002,4,28,89,29.2565,-88.338,"2_shelf","2_Lou",0,0,0,0
58527,"large jellyfish",2002,4,29,65,29.483,-87.612,"2_shelf","3_Fla",0,0,0,0
58528,"large jellyfish",2002,4,29,74,29.4635,-87.619,"2_shelf","3_Fla",0,0,0,0
58529,"large jellyfish",2002,4,29,72,29.463,-87.6455,"2_shelf","3_Fla",0,0,0,0
58531,"large jellyfish",2002,4,29,79,29.438,-87.617,"2_shelf","3_Fla",0,0,0,0
58532,"large jellyfish",2002,4,29,78,29.445,-87.549,"2_shelf","3_Fla",0,0,0,0
58534,"large jellyfish",2002,4,29,68.8,29.45,-87.5075,"2_shelf","3_Fla",0,0,0,0
58535,"large jellyfish",2002,4,29,67,29.493,-87.5075,"2_shelf","3_Fla",0,0,0,0
58536,"large jellyfish",2002,5,3,62,29.999,-86.564,"2_shelf","3_Fla",0,0,0,0
58537,"large jellyfish",2002,5,3,58,30,-86.519,"2_shelf","3_Fla",0,0,0,0
58539,"large jellyfish",2002,5,3,59,29.9945,-86.501,"2_shelf","3_Fla",0,0,0,0
58540,"large jellyfish",2002,5,3,97,29.9375,-86.6075,"2_shelf","3_Fla",0,0,0,0
58541,"large jellyfish",2002,5,3,88.1,29.957,-86.598,"2_shelf","3_Fla",0,0,0,0
58542,"large jellyfish",2002,5,3,100,29.967,-86.6435,"2_shelf","3_Fla",0,0,0,0
58544,"large jellyfish",2002,5,3,96,29.966,-86.621,"2_shelf","3_Fla",0,0,0,0
58545,"large jellyfish",2002,5,4,88.7,29.1805,-85.6835,"2_shelf","3_Fla",0,0,0,0
58546,"large jellyfish",2002,5,4,81,29.185,-85.6875,"2_shelf","3_Fla",0,0,0,0
58547,"large jellyfish",2002,5,4,84,29.1725,-85.6975,"2_shelf","3_Fla",0,0,0,0
58548,"large jellyfish",2002,5,4,105.7,29.159,-85.7595,"2_shelf","3_Fla",0,0,0,0
58549,"large jellyfish",2002,5,4,96.6,29.161,-85.7615,"2_shelf","3_Fla",0,0,0,0
58550,"large jellyfish",2002,5,5,110,29.1665,-85.708,"2_shelf","3_Fla",0,0,0,0
58551,"large jellyfish",2002,5,5,82,29.2105,-85.6615,"2_shelf","3_Fla",0,0,0,0
58552,"large jellyfish",2002,5,5,79,29.218,-85.6715,"2_shelf","3_Fla",0,0,0,0
58553,"large jellyfish",2002,5,5,100,29.185,-85.6795,"2_shelf","3_Fla",0,0,0,0
58554,"large jellyfish",2002,5,5,97,29.193,-85.674,"2_shelf","3_Fla",0,0,0,0
58555,"large jellyfish",2002,5,6,75,29.2785,-85.718,"2_shelf","3_Fla",0,0,0,0
58556,"large jellyfish",2002,5,6,71,29.271,-85.7055,"2_shelf","3_Fla",0,0,0,0
58557,"large jellyfish",2002,5,6,75,29.2565,-85.691,"2_shelf","3_Fla",0,0,0,0
58558,"large jellyfish",2002,5,6,67,29.2555,-85.6895,"2_shelf","3_Fla",0,0,0,0
58559,"large jellyfish",2002,5,6,77,29.265,-85.6985,"2_shelf","3_Fla",0,0,0,0
58560,"large jellyfish",2002,5,7,77,29.2375,-85.7045,"2_shelf","3_Fla",0,0,0,0
58561,"large jellyfish",2002,5,7,96,29.232,-85.7565,"2_shelf","3_Fla",0,0,0,0
58562,"large jellyfish",2002,5,7,99,29.229,-85.7625,"2_shelf","3_Fla",0,0,0,0
58563,"large jellyfish",2002,5,8,78.6,28.988,-85.3725,"2_shelf","3_Fla",0,0,0,0
58565,"large jellyfish",2002,5,8,76.6,28.9835,-85.366,"2_shelf","3_Fla",0,0,0,0
58566,"large jellyfish",2002,5,8,74,28.9905,-85.375,"2_shelf","3_Fla",0,0,0,0
58567,"large jellyfish",2002,5,8,76.4,28.9785,-85.361,"2_shelf","3_Fla",0,0,0,0
58568,"large jellyfish",2002,5,8,68,28.991,-85.3675,"2_shelf","3_Fla",0,0,0,0
58569,"large jellyfish",2002,5,8,76.3,28.9755,-85.3585,"2_shelf","3_Fla",0,0,0,0
58571,"large jellyfish",2002,5,8,118,28.924,-85.4475,"2_shelf","3_Fla",0,0,0,0
58572,"large jellyfish",2002,5,9,72,28.214,-84.727,"2_shelf","3_Fla",0,0,0,0
58573,"large jellyfish",2002,5,9,73,28.2115,-84.7265,"2_shelf","3_Fla",0,0,0,0
58574,"large jellyfish",2002,5,9,72,28.2085,-84.721,"2_shelf","3_Fla",0,0,0,0
58575,"large jellyfish",2002,5,9,72,28.2075,-84.72,"2_shelf","3_Fla",0,0,0,0
58576,"large jellyfish",2002,5,9,72,28.208,-84.717,"2_shelf","3_Fla",0,0,0,0
58577,"large jellyfish",2002,5,9,78,28.233,-84.7415,"2_shelf","3_Fla",0,0,0,0
58578,"large jellyfish",2002,5,10,78,28.229,-84.739,"2_shelf","3_Fla",0,0,0,0
58579,"large jellyfish",2002,5,10,80.1,28.226,-84.7405,"2_shelf","3_Fla",0,0,0,0
58580,"large jellyfish",2002,5,10,79,28.2235,-84.739,"2_shelf","3_Fla",0,0,0,0
58581,"large jellyfish",2002,5,10,79,28.222,-84.739,"2_shelf","3_Fla",0,0,0,0
58582,"large jellyfish",2002,5,10,72,28.2235,-84.6255,"2_shelf","3_Fla",0,0,0,0
58583,"large jellyfish",2002,5,11,70,28.195,-84.684,"2_shelf","3_Fla",0,0,0,0
58584,"large jellyfish",2002,5,11,71,28.199,-84.632,"2_shelf","3_Fla",0,0,0,0
58585,"large jellyfish",2002,5,11,71,28.186,-84.623,"2_shelf","3_Fla",0,0,0,0
58586,"large jellyfish",2002,5,11,81,28.167,-84.684,"2_shelf","3_Fla",0,0,0,0
58587,"large jellyfish",2002,5,11,82.7,28.221,-84.756,"2_shelf","3_Fla",0,0,0,0
58588,"large jellyfish",2002,5,12,82.1,28.0845,-84.642,"2_shelf","3_Fla",0,0,0,0
58589,"large jellyfish",2002,5,12,82.7,28.117,-84.651,"2_shelf","3_Fla",0,0,0,0
58590,"large jellyfish",2002,5,12,82,28.121,-84.731,"2_shelf","3_Fla",0,0,0,0
58592,"large jellyfish",2002,5,13,76.1,28.6,-84.9825,"2_shelf","3_Fla",0,0,0,0
58594,"large jellyfish",2002,5,13,82,28.593,-84.9815,"2_shelf","3_Fla",0,0,0,0
58595,"large jellyfish",2002,5,13,76,28.601,-84.9855,"2_shelf","3_Fla",0,0,0,0
58596,"large jellyfish",2002,5,13,79,28.5845,-84.9725,"2_shelf","3_Fla",0,0,0,0
58597,"large jellyfish",2002,5,13,56,28.601,-84.8825,"2_shelf","3_Fla",0,0,0,0
58599,"large jellyfish",2002,5,13,54.5,28.5925,-84.8735,"2_shelf","3_Fla",0,0,0,0
58600,"large jellyfish",2002,5,13,74.8,28.575,-84.967,"2_shelf","3_Fla",0,0,0,0
58601,"large jellyfish",2002,5,14,54.3,27.8075,-84.16,"2_shelf","3_Fla",0,0,0,0
58602,"large jellyfish",2002,5,14,52.1,27.8025,-84.1605,"2_shelf","3_Fla",0,0,0,0
58603,"large jellyfish",2002,5,14,52,27.798,-84.161,"2_shelf","3_Fla",0,0,0,0
58604,"large jellyfish",2002,5,14,51.6,27.7945,-84.162,"2_shelf","3_Fla",0,0,0,0
58605,"large jellyfish",2002,5,14,51,27.786,-84.1615,"2_shelf","3_Fla",0,0,0,0
58607,"large jellyfish",2002,5,14,53.8,27.7775,-84.1635,"2_shelf","3_Fla",0,0,0,0
58609,"large jellyfish",2002,5,14,52.9,27.7695,-84.166,"2_shelf","3_Fla",0,0,0,0
58610,"large jellyfish",2002,5,14,53.9,27.7655,-84.1675,"2_shelf","3_Fla",0,0,0,0
58611,"large jellyfish",2002,5,19,25.2,24.5165,-82.941,"2_shelf","3_Fla",0,0,0,0
58612,"large jellyfish",2002,5,19,26.9,24.504,-82.953,"2_shelf","3_Fla",0,0,0,0
58613,"large jellyfish",2002,5,19,22.9,24.529,-82.956,"2_shelf","3_Fla",0,0,0,0
58615,"large jellyfish",2002,5,19,28.7,24.508,-82.93,"2_shelf","3_Fla",0,0,0,0
58616,"large jellyfish",2002,5,19,22.3,24.5045,-82.8725,"2_shelf","3_Fla",0,0,0,0
58617,"large jellyfish",2002,5,19,26.9,24.509,-82.958,"2_shelf","3_Fla",0,0,0,0
58619,"large jellyfish",2002,5,19,41.5,24.512,-82.968,"2_shelf","3_Fla",0,0,0,0
58620,"large jellyfish",2002,5,19,24.5,24.521,-82.964,"2_shelf","3_Fla",0,0,0,0
58621,"large jellyfish",2002,5,20,31.8,24.531,-83.0185,"2_shelf","3_Fla",0,0,0,0
58622,"large jellyfish",2002,5,20,36,24.515,-83.0945,"2_shelf","3_Fla",0,0,0,0
58623,"large jellyfish",2002,5,20,31,24.507,-83.095,"2_shelf","3_Fla",0,0,0,0
58624,"large jellyfish",2002,5,20,32,24.51,-83.0965,"2_shelf","3_Fla",0,0,0,0
58625,"large jellyfish",2002,5,20,34.6,24.507,-83.107,"2_shelf","3_Fla",0,0,0,0
58626,"large jellyfish",2002,5,20,23,24.6015,-83.067,"2_shelf","3_Fla",0,0,0,0
58627,"large jellyfish",2002,5,20,15.5,24.635,-83.0795,"1_inshore","3_Fla",0,0,0,0
58629,"large jellyfish",2002,5,20,20,24.648,-83.0245,"1_inshore","3_Fla",0,0,0,0
58630,"large jellyfish",2002,5,21,34.2,24.714,-82.97,"2_shelf","3_Fla",0,0,0,0
58631,"large jellyfish",2002,5,21,29,24.6985,-82.977,"2_shelf","3_Fla",0,0,0,0
58632,"large jellyfish",2002,5,21,29,24.713,-82.98,"2_shelf","3_Fla",0,0,0,0
58633,"large jellyfish",2002,5,21,21,24.723,-82.9835,"2_shelf","3_Fla",0,0,0,0
58634,"large jellyfish",2002,5,21,28.9,24.709,-82.984,"2_shelf","3_Fla",0,0,0,0
58635,"large jellyfish",2002,5,21,28.2,24.689,-82.99,"2_shelf","3_Fla",0,0,0,0
58636,"large jellyfish",2002,5,21,24,24.706,-82.991,"2_shelf","3_Fla",0,0,0,0
58637,"large jellyfish",2002,5,21,25,24.706,-82.9935,"2_shelf","3_Fla",0,0,0,0
58638,"large jellyfish",2002,5,21,25.4,24.685,-82.994,"2_shelf","3_Fla",0,0,0,0
58639,"large jellyfish",2002,5,21,23,24.705,-82.997,"2_shelf","3_Fla",0,0,0,0
58640,"large jellyfish",2002,5,22,25,24.6725,-83.002,"2_shelf","3_Fla",0,0,0,0
58641,"large jellyfish",2002,5,22,22,24.687,-83.008,"2_shelf","3_Fla",0,0,0,0
58642,"large jellyfish",2002,5,22,19,24.6675,-83.009,"1_inshore","3_Fla",0,0,0,0
58643,"large jellyfish",2002,5,22,23.6,24.6775,-83.0375,"2_shelf","3_Fla",0,0,0,0
58644,"large jellyfish",2002,5,22,44.1,24.672,-83.092,"2_shelf","3_Fla",0,0,0,0
58645,"large jellyfish",2002,5,22,41.3,24.677,-83.087,"2_shelf","3_Fla",0,0,0,0
58646,"large jellyfish",2002,5,22,40,24.687,-83.075,"2_shelf","3_Fla",0,0,0,0
58647,"large jellyfish",2002,5,22,36,24.6925,-83.066,"2_shelf","3_Fla",0,0,0,0
58648,"large jellyfish",2002,5,23,74.1,25.832,-83.602,"2_shelf","3_Fla",0,0,0,0
58649,"large jellyfish",2002,5,23,80,25.841,-83.6575,"2_shelf","3_Fla",0,0,0,0
58651,"large jellyfish",2002,5,23,69.9,25.849,-83.621,"2_shelf","3_Fla",0,0,0,0
58652,"large jellyfish",2002,5,23,70,NA,25.8575,"2_shelf","3_Fla",0,0,0,0
58653,"large jellyfish",2002,5,23,72,25.8945,-83.6385,"2_shelf","3_Fla",0,0,0,0
58654,"large jellyfish",2002,5,23,69.1,25.9125,-83.6255,"2_shelf","3_Fla",0,0,0,0
58655,"large jellyfish",2002,5,24,39.1,28.4075,-84.319,"2_shelf","3_Fla",0,0,0,0
58656,"large jellyfish",2002,5,24,40.6,28.4305,-84.2945,"2_shelf","3_Fla",0,0,0,0
58658,"large jellyfish",2002,5,24,31,28.437,-84.307,"2_shelf","3_Fla",0,0,0,0
58659,"large jellyfish",2002,5,24,41,28.447,-84.2425,"2_shelf","3_Fla",0,0,0,0
58660,"large jellyfish",2002,5,24,44,28.477,-84.2575,"2_shelf","3_Fla",0,0,0,0
58661,"large jellyfish",2002,5,24,44,28.472,-84.3275,"2_shelf","3_Fla",0,0,0,0
58663,"large jellyfish",2002,5,24,35.8,28.484,-84.291,"2_shelf","3_Fla",0,0,0,0
58664,"large jellyfish",2002,5,24,29.4,28.4625,-84.284,"2_shelf","3_Fla",0,0,0,0
58665,"large jellyfish",2002,5,25,34,28.504,-84.2215,"2_shelf","3_Fla",0,0,0,0
58666,"large jellyfish",2002,5,25,38,28.518,-84.1985,"2_shelf","3_Fla",0,0,0,0
58667,"large jellyfish",2002,5,25,33.3,28.544,-84.2065,"2_shelf","3_Fla",0,0,0,0
58669,"large jellyfish",2002,5,25,62.5,28.5575,-84.2315,"2_shelf","3_Fla",0,0,0,0
58670,"large jellyfish",2002,5,25,31,NA,28.597,"2_shelf","3_Fla",0,0,0,0
58672,"large jellyfish",2002,5,25,30.4,NA,28.5825,"2_shelf","3_Fla",0,0,0,0
58673,"large jellyfish",2002,5,25,36.6,NA,28.557,"2_shelf","3_Fla",0,0,0,0
58674,"large jellyfish",2002,5,25,40,NA,28.503,"2_shelf","3_Fla",0,0,0,0
58675,"large jellyfish",2002,5,26,46,28.507,-84.382,"2_shelf","3_Fla",0,0,0,0
58676,"large jellyfish",2002,5,26,40,28.512,-84.3645,"2_shelf","3_Fla",0,0,0,0
58678,"large jellyfish",2002,5,26,44,28.522,-84.3685,"2_shelf","3_Fla",0,0,0,0
58679,"large jellyfish",2002,5,26,33,NA,28.5215,"2_shelf","3_Fla",0,0,0,0
58680,"large jellyfish",2002,5,26,38.6,NA,28.577,"2_shelf","3_Fla",0,0,0,0
58681,"large jellyfish",2002,5,26,37.1,NA,28.606,"2_shelf","3_Fla",0,0,0,0
58683,"large jellyfish",2002,5,26,34,NA,28.6165,"2_shelf","3_Fla",0,0,0,0
58684,"large jellyfish",2002,5,26,30,NA,28.6475,"2_shelf","3_Fla",0,0,0,0
58685,"large jellyfish",2002,5,27,32.2,28.683,-84.385,"2_shelf","3_Fla",0,0,0,0
58686,"large jellyfish",2002,5,27,28,28.6835,-84.3905,"2_shelf","3_Fla",0,0,0,0
58688,"large jellyfish",2002,5,27,30,NA,28.67,"2_shelf","3_Fla",0,0,0,0
58689,"large jellyfish",2002,5,27,35.1,NA,28.6765,"2_shelf","3_Fla",0,0,0,0
58690,"large jellyfish",2002,5,27,38,28.716,-84.447,"2_shelf","3_Fla",0,0,0,0
58691,"large jellyfish",2002,5,27,39,28.73,-84.439,"2_shelf","3_Fla",0,0,0,0
58693,"large jellyfish",2002,5,27,41,28.736,-84.4525,"2_shelf","3_Fla",0,0,0,0
58694,"large jellyfish",2002,5,27,41,NA,28.7565,"2_shelf","3_Fla",0,0,0,0
58695,"large jellyfish",2002,5,27,39,28.743,-84.405,"2_shelf","3_Fla",0,0,0,0
58697,"large jellyfish",2002,5,29,65,29.928,-87.1715,"2_shelf","3_Fla",0,0,0,0
58698,"large jellyfish",2002,5,29,67,NA,NA,"2_shelf",NA,0,0,0,0
58700,"large jellyfish",2002,5,29,72,NA,29.924,"2_shelf","3_Fla",0,0,0,0
58701,"large jellyfish",2002,5,29,62,NA,29.9165,"2_shelf","3_Fla",0,0,0,0
58703,"large jellyfish",2002,5,29,56.5,NA,29.911,"2_shelf","3_Fla",0,0,0,0
58704,"large jellyfish",2002,5,29,64.9,NA,29.874,"2_shelf","3_Fla",0,0,0,0
58705,"large jellyfish",2002,5,29,75,NA,29.8595,"2_shelf","3_Fla",0,0,0,0
58706,"large jellyfish",2002,5,29,69.7,NA,29.8635,"2_shelf","3_Fla",0,0,0,0
58707,"large jellyfish",2002,5,30,32.4,29.907,-88.0475,"2_shelf","2_Lou",0,0,0,0
58708,"large jellyfish",2002,5,30,32,29.9075,-88.042,"2_shelf","2_Lou",0,0,0,0
58710,"large jellyfish",2002,5,30,31,29.905,-88.0575,"2_shelf","2_Lou",0,0,0,0
58711,"large jellyfish",2002,5,30,31.3,29.9175,-88.0575,"2_shelf","2_Lou",0,0,0,0
58712,"large jellyfish",2002,5,30,32,29.923,-88.06,"2_shelf","2_Lou",0,0,0,0
58713,"large jellyfish",2002,5,30,34,29.929,-88.06,"2_shelf","2_Lou",0,0,0,0
58714,"large jellyfish",2002,5,30,32.2,29.945,-88.0605,"2_shelf","2_Lou",0,0,0,0
58715,"large jellyfish",2002,5,30,31,29.963,-88.0535,"2_shelf","2_Lou",0,0,0,0
58716,"large jellyfish",2002,5,30,30,29.964,-88.047,"2_shelf","2_Lou",0,0,0,0
58718,"large jellyfish",1991,9,30,18.3,28.9685,-90.2425,"1_inshore","2_Lou",0,0,0,0
58720,"large jellyfish",1991,9,30,18.3,28.9585,-90.229,"1_inshore","2_Lou",0,0,0,0
58721,"large jellyfish",1991,10,1,36.6,29.0195,-89.806,"2_shelf","2_Lou",0,0,0,0
58722,"large jellyfish",1991,10,1,29.3,29.04,-89.644,"2_shelf","2_Lou",0,0,0,0
58723,"large jellyfish",1991,10,1,25.6,29.005,-89.585,"2_shelf","2_Lou",0,0,0,0
58725,"large jellyfish",1991,10,1,21.9,29.005,-89.585,"2_shelf","2_Lou",0,0,0,0
58726,"large jellyfish",1991,10,1,29.3,29.041,-89.6425,"2_shelf","2_Lou",0,0,0,0
58727,"large jellyfish",1991,10,1,36.6,29.023,-89.808,"2_shelf","2_Lou",0,0,0,0
58728,"large jellyfish",1991,10,2,9.1,29.218,-89.9215,"1_inshore","2_Lou",0,0,0,0
58729,"large jellyfish",1991,10,2,12.8,29.152,-90.0075,"1_inshore","2_Lou",0,0,0,0
58730,"large jellyfish",1991,10,2,31.1,29.0225,-89.8835,"2_shelf","2_Lou",0,0,0,0
58731,"large jellyfish",1991,10,2,23.8,NA,29.109,"2_shelf","3_Fla",0,0,0,0
58732,"large jellyfish",1991,10,2,23.8,NA,29.1125,"2_shelf","3_Fla",0,0,0,0
58733,"large jellyfish",1991,10,2,9.1,29.215,-89.922,"1_inshore","2_Lou",0,0,0,0
58734,"large jellyfish",1991,10,2,12.8,29.1505,-90.005,"1_inshore","2_Lou",0,0,0,0
58735,"large jellyfish",1991,10,3,31.1,NA,29.0215,"2_shelf","3_Fla",0,0,0,0
58736,"large jellyfish",1991,10,3,31.1,28.681,-90.2975,"2_shelf","2_Lou",0,0,0,0
58737,"large jellyfish",1991,10,3,31.1,28.68,-90.289,"2_shelf","2_Lou",0,0,0,0
58739,"large jellyfish",1991,10,3,27.4,28.5565,-90.6825,"2_shelf","2_Lou",0,0,0,0
58741,"large jellyfish",1991,10,3,20.1,28.6615,-91.188,"2_shelf","2_Lou",0,0,0,0
58742,"large jellyfish",1991,10,3,18.3,28.7655,-91.312,"1_inshore","2_Lou",0,0,0,0
58744,"large jellyfish",1991,10,3,20.1,28.6625,-91.1835,"2_shelf","2_Lou",0,0,0,0
58745,"large jellyfish",1991,10,4,27.4,28.562,-90.694,"2_shelf","2_Lou",0,0,0,0
58952,"large jellyfish",1982,6,6,14.6,30.167,-88.65,"1_inshore","2_Lou",0,0,0,0
58953,"large jellyfish",1982,6,6,17,30.1,-88.667,"1_inshore","2_Lou",0,0,0,0
58954,"large jellyfish",1982,6,6,17,29.7,-88.7,"1_inshore","2_Lou",0,0,0,0
58955,"large jellyfish",1982,6,7,21.9,30.033,-88.633,"2_shelf","2_Lou",0,0,0,0
58956,"large jellyfish",1982,6,7,23,30,-88.583,"2_shelf","2_Lou",0,0,0,0
58957,"large jellyfish",1982,6,7,12.8,29.983,-88.783,"1_inshore","2_Lou",0,0,0,0
58958,"large jellyfish",1982,6,7,11,29.683,-88.85,"1_inshore","2_Lou",0,0,0,0
58959,"large jellyfish",1982,6,7,15,29.667,-88.767,"1_inshore","2_Lou",0,0,0,0
58960,"large jellyfish",1982,6,8,23.8,29.633,-88.6,"2_shelf","2_Lou",0,0,0,0
58961,"large jellyfish",1982,6,8,29.3,29.8,-88.533,"2_shelf","2_Lou",0,0,0,0
58962,"large jellyfish",1982,6,8,27.1,29.833,-88.583,"2_shelf","2_Lou",0,0,0,0
58964,"large jellyfish",1982,6,8,23.6,29.867,-88.7,"2_shelf","2_Lou",0,0,0,0
58965,"large jellyfish",1982,6,9,14.6,29.917,-88.75,"1_inshore","2_Lou",0,0,0,0
58966,"large jellyfish",1982,6,9,11,29.833,-88.767,"1_inshore","2_Lou",0,0,0,0
58967,"large jellyfish",1982,6,9,12.8,29.967,-88.767,"1_inshore","2_Lou",0,0,0,0
58968,"large jellyfish",1982,6,9,12.8,29.983,-88.783,"1_inshore","2_Lou",0,0,0,0
58969,"large jellyfish",1982,6,9,23,30,-88.583,"2_shelf","2_Lou",0,0,0,0
58970,"large jellyfish",1982,6,10,21.9,30.033,-88.633,"2_shelf","2_Lou",0,0,0,0
58971,"large jellyfish",1982,6,10,17,30.1,-88.667,"1_inshore","2_Lou",0,0,0,0
58972,"large jellyfish",1982,6,10,14.6,30.167,-88.65,"1_inshore","2_Lou",0,0,0,0
59036,"large jellyfish",1984,8,11,9.1,29.25,-94.75,"1_inshore","1_Tex",0,0,0,0
59037,"large jellyfish",1984,8,11,11,29.167,-94.917,"1_inshore","1_Tex",0,0,0,0
59038,"large jellyfish",1984,8,11,15.9,29.25,-94.5,"1_inshore","1_Tex",0,0,0,0
59039,"large jellyfish",1984,8,11,12,29.417,-94.5,"1_inshore","1_Tex",0,0,0,0
59040,"large jellyfish",1984,8,11,11,29.517,-94.233,"1_inshore","1_Tex",0,0,0,0
59041,"large jellyfish",1984,8,11,14.6,29.5,-94,"1_inshore","2_Lou",0,0,0,0
59042,"large jellyfish",1984,8,12,12,29.583,-93.75,"1_inshore","2_Lou",0.0520856426676872,0.00177091185070136,0.0212509422084163,0.625027712012246
59043,"large jellyfish",1984,8,12,10.9,29.667,-93.5,"1_inshore","2_Lou",0,0,0,0
59044,"large jellyfish",1984,8,12,13,29.5,-93.5,"1_inshore","2_Lou",0,0,0,0
59436,"large jellyfish",1996,6,6,33,29.486,-88.6545,"2_shelf","2_Lou",0,0,0,0
59437,"large jellyfish",1996,6,6,40.2,29.4175,-88.723,"2_shelf","2_Lou",0,0,0,0
59438,"large jellyfish",1996,6,6,27.4,29.316,-88.923,"2_shelf","2_Lou",0,0,0,0
59439,"large jellyfish",1996,6,6,96.9,29.2505,-88.4525,"2_shelf","2_Lou",0,0,0,0
59440,"large jellyfish",1996,6,6,100.6,29.11,-88.832,"2_shelf","2_Lou",0,0,0,0
59441,"large jellyfish",1996,6,7,91.4,29.1045,-88.761,"2_shelf","2_Lou",0,0,0,0
59442,"large jellyfish",1996,6,7,84.1,29.1335,-88.758,"2_shelf","2_Lou",0,0,0,0
59443,"large jellyfish",1996,6,7,109.7,29.257,-88.3835,"2_shelf","2_Lou",0,0,0,0
59445,"large jellyfish",1996,6,7,68.6,29.198,-88.786,"2_shelf","2_Lou",0,0,0,0
59446,"large jellyfish",1996,6,7,56,29.2815,-88.7905,"2_shelf","2_Lou",0,0,0,0
59447,"large jellyfish",1996,6,8,51.2,29.323,-88.805,"2_shelf","2_Lou",0,0,0,0
59448,"large jellyfish",1996,6,8,34.7,29.296,-88.8955,"2_shelf","2_Lou",0,0,0,0
59449,"large jellyfish",1996,6,8,20.1,29.384,-88.899,"2_shelf","2_Lou",0,0,0,0
59450,"large jellyfish",1996,6,9,40.2,29.6485,-88.422,"2_shelf","2_Lou",0,0,0,0
59451,"large jellyfish",1996,6,9,26,29.749,-88.578,"2_shelf","2_Lou",0,0,0,0
59452,"large jellyfish",1996,6,9,25.6,29.9655,-88.5545,"2_shelf","2_Lou",0,0,0,0
59453,"large jellyfish",1996,6,9,16.5,30.021,-88.7235,"1_inshore","2_Lou",0,0,0,0
59454,"large jellyfish",1996,6,9,14.6,30.0525,-88.7425,"1_inshore","2_Lou",0,0,0,0
59455,"large jellyfish",1996,6,9,12.8,30.1845,-88.7545,"1_inshore","2_Lou",0,0,0,0
59457,"large jellyfish",1996,6,9,12.8,29.7495,-88.781,"1_inshore","2_Lou",0,0,0,0
59458,"large jellyfish",1996,6,9,21.9,29.785,-88.611,"2_shelf","2_Lou",0,0,0,0
59459,"large jellyfish",1996,6,10,24,29.893,-88.5765,"2_shelf","2_Lou",0.0434047022230727,0.00249577037782668,0.0598984890678403,1.04171285335374
59460,"large jellyfish",1996,6,10,27.4,NA,29.959,"2_shelf","3_Fla",0,0,0,0
59461,"large jellyfish",1996,6,25,18.3,30.082,-88.5085,"1_inshore","2_Lou",0,0,0,0
59462,"large jellyfish",1996,6,25,18.3,30.0745,-88.4725,"1_inshore","2_Lou",0,0,0,0
59463,"large jellyfish",1996,6,25,16.5,30.0375,-88.71,"1_inshore","2_Lou",0,0,0,0
59464,"large jellyfish",1996,7,5,5.5,29.2955,-89.7595,"1_inshore","2_Lou",0,0,0,0
59465,"large jellyfish",1996,7,6,9.1,29.0155,-90.3915,"1_inshore","2_Lou",0,0,0,0
59466,"large jellyfish",1996,7,6,5.5,29.085,-90.2095,"1_inshore","2_Lou",0,0,0,0
