OBJECTID,Join_Count,join_dist,TARGET_FID,agg_grp,year,month,day,stationid,use_pop_de,use_biomas,depth_m,biomass_de,pop_den_no,decslat_ct,decslon_ct,FID_jelly_,FID_jelly1,agg_grp_1,year_1,month_1,day_1,stationid_,use_pop__1,use_biom_1,depth_m_1,biomass__1,pop_den__1,decslat__1,decslon__1,agg_grp_12,year_12,month_12,day_12,stationi_1,use_pop__2,use_biom_2,depth_m_12,biomass__2,pop_den__2,decslat__2,decslon__2
401,1,171.225037763199590,401,large jellyfish,1988,7,12,50422,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.145000000000000,-89.650000000000006,,,,,,,,,,,,,,,large jellyfish,2009,3,16,108052,0.000000000000000,0.000000000000000,15.500000000000000,0.000000000000000,0.000000000000000,29.145499999999998,-89.648335000000003
402,1,1711.756170739278100,402,large jellyfish,1985,11,12,50726,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.202999999999999,-88.793999999999997,,,,,,,,,,,,,,,large jellyfish,2001,6,16,70953,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.216999999999999,-88.801500000000004
403,1,466.348418902143920,403,large jellyfish,1985,11,12,50727,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.213999999999999,-88.738000000000000,,,,,,,,,,,,,,,large jellyfish,1993,6,23,55762,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,30.218000000000000,-88.739500000000007
404,1,1208.655982267653600,404,large jellyfish,1985,11,12,50728,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.207000000000001,-88.632999999999996,,,,,,,,,,,,,,,large jellyfish,2015,11,6,201653,1.722186572076750,0.588987807650250,10.400000000000000,6.125473199562600,17.910740349598200,30.207999999999998,-88.620500000000007
405,1,380.264030096950530,405,large jellyfish,1985,11,12,50729,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.204000000000001,-88.596000000000004,,,,,,,,,,,,,,,large jellyfish,2007,7,27,84640,0.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,30.207000000000001,-88.594085000000007
406,1,947.045747310722620,406,large jellyfish,1985,11,12,50730,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.186000000000000,-88.555999999999997,,,,,,,,,,,,,,,large jellyfish,1995,6,13,39184,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,30.180000000000000,-88.549000000000007
407,1,1017.973305347624700,407,large jellyfish,1985,11,12,50732,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.192000000000000,-88.570999999999998,,,,,,,,,,,,,,,large jellyfish,1983,10,24,63317,0.234385392004592,0.064976839227940,12.800000000000001,0.831703542117630,3.000133017658780,30.183499999999999,-88.575000000000003
408,1,1204.045353929022200,408,large jellyfish,1985,11,12,50733,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.207000000000001,-88.606999999999999,,,,,,,,,,,,,,,large jellyfish,1985,7,17,60369,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,30.198000000000000,-88.599999999999994
409,1,1166.591673536346000,409,large jellyfish,1985,11,12,50734,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.213999999999999,-88.635999999999996,,,,,,,,,,,,,,,large jellyfish,1995,11,15,55045,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,30.221499999999999,-88.627499999999998
410,1,144.412043529161250,410,large jellyfish,1985,11,12,50735,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.218000000000000,-88.738000000000000,,,,,,,,,,,,,,,large jellyfish,1993,6,23,55762,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,30.218000000000000,-88.739500000000007
411,1,2305.769102477311200,411,large jellyfish,1985,11,12,50736,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.204000000000001,-88.780000000000001,,,,,,,,,,,,,,,large jellyfish,2004,10,18,39998,0.000000000000000,0.000000000000000,10.800000000000001,0.000000000000000,0.000000000000000,30.207999999999998,-88.756500000000003
412,1,648.675520464748050,412,large jellyfish,1985,11,12,50737,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.210999999999999,-88.829999999999998,,,,,,,,,,,,,,,large jellyfish,1990,11,17,23912,0.075958228890377,0.029298174000574,9.100000000000000,0.266613383405224,0.691219882902433,30.216000000000001,-88.833500000000001
413,1,777.484011837814480,413,large jellyfish,1985,11,12,50738,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.209000000000000,-88.832999999999998,,,,,,,,,,,,,,,large jellyfish,1990,11,17,23912,0.075958228890377,0.029298174000574,9.100000000000000,0.266613383405224,0.691219882902433,30.216000000000001,-88.833500000000001
414,1,2195.183848254261200,414,large jellyfish,1985,11,13,50739,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.167000000000002,-88.882999999999996,,,,,,,,,,,,,,,large jellyfish,1998,6,29,61456,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.184999999999999,-88.892499999999998
415,1,2890.341925435361600,415,large jellyfish,1985,11,13,50740,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.146000000000001,-88.915999999999997,,,,,,,,,,,,,,,large jellyfish,2000,10,31,70927,0.000000000000000,0.000000000000000,10.400000000000000,0.000000000000000,0.000000000000000,30.146000000000001,-88.885999999999996
416,1,2779.473188497631300,416,large jellyfish,1985,11,13,50741,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.128000000000000,-88.947999999999993,,,,,,,,,,,,,,,large jellyfish,2006,6,15,83923,0.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,30.106000000000002,-88.934164999999993
417,1,1640.807791350503300,417,large jellyfish,1985,11,13,50742,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.195000000000000,-88.921999999999997,,,,,,,,,,,,,,,large jellyfish,1985,7,18,60370,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.193999999999999,-88.905000000000001
418,1,540.998426484079800,418,large jellyfish,1985,11,13,50743,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.216999999999999,-88.828000000000003,,,,,,,,,,,,,,,large jellyfish,1990,11,17,23912,0.075958228890377,0.029298174000574,9.100000000000000,0.266613383405224,0.691219882902433,30.216000000000001,-88.833500000000001
419,1,1265.122741839794300,419,large jellyfish,1985,11,13,50744,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.204999999999998,-88.829999999999998,,,,,,,,,,,,,,,large jellyfish,1990,11,17,23912,0.075958228890377,0.029298174000574,9.100000000000000,0.266613383405224,0.691219882902433,30.216000000000001,-88.833500000000001
420,1,1552.723226593174100,420,large jellyfish,1985,11,13,50745,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.170999999999999,-88.891999999999996,,,,,,,,,,,,,,,large jellyfish,1998,6,29,61456,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.184999999999999,-88.892499999999998
421,1,2126.451453977579600,421,large jellyfish,1985,11,13,50746,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.131000000000000,-88.921999999999997,,,,,,,,,,,,,,,large jellyfish,1987,7,20,61690,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,30.115500000000001,-88.909000000000006
422,1,2610.635274788879500,422,large jellyfish,1985,11,13,50747,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.120999999999999,-88.968000000000004,,,,,,,,,,,,,,,large jellyfish,1992,11,17,23956,0.000000000000000,0.000000000000000,8.199999999999999,0.000000000000000,0.000000000000000,30.143500000000000,-88.975999999999999
423,1,2777.251096369832300,423,large jellyfish,1985,11,13,50748,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.187999999999999,-88.933000000000007,,,,,,,,,,,,,,,large jellyfish,1985,7,18,60370,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.193999999999999,-88.905000000000001
424,1,2750.639909902453400,424,large jellyfish,1985,11,13,50749,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.195000000000000,-88.986999999999995,,,,,,,,,,,,,,,large jellyfish,1985,7,18,60371,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,30.183000000000000,-88.962000000000003
425,0,-1.000000000000000,425,large jellyfish,1985,11,13,50750,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.196000000000002,-89.025000000000006,,,,,,,,,,,,,,,,,,,,,,,,,,
426,1,1852.426348641246500,426,large jellyfish,1985,11,13,50751,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.178000000000001,-89.055999999999997,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201644,0.000000000000000,0.000000000000000,6.800000000000000,0.000000000000000,0.000000000000000,30.164000000000001,-89.066500000000005
427,1,2583.569294539133400,427,large jellyfish,1985,11,13,50752,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.148000000000000,-89.046999999999997,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201644,0.000000000000000,0.000000000000000,6.800000000000000,0.000000000000000,0.000000000000000,30.164000000000001,-89.066500000000005
428,1,3280.780700071035400,428,large jellyfish,1985,11,13,50753,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.134000000000000,-89.031000000000006,,,,,,,,,,,,,,,large jellyfish,2015,6,2,208628,0.000000000000000,0.000000000000000,7.800000000000000,0.000000000000000,0.000000000000000,30.148000000000000,-89.001000000000005
429,1,2287.947011643150700,429,large jellyfish,1985,11,13,50754,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.132000000000001,-89.016000000000005,,,,,,,,,,,,,,,large jellyfish,2015,6,2,208628,0.000000000000000,0.000000000000000,7.800000000000000,0.000000000000000,0.000000000000000,30.148000000000000,-89.001000000000005
430,0,-1.000000000000000,430,large jellyfish,1985,11,13,50755,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.189000000000000,-89.009000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
431,0,-1.000000000000000,431,large jellyfish,1985,11,13,50756,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.204000000000001,-89.037999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
432,1,998.859345834545590,432,large jellyfish,1985,11,13,50757,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.172999999999998,-89.066999999999993,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201644,0.000000000000000,0.000000000000000,6.800000000000000,0.000000000000000,0.000000000000000,30.164000000000001,-89.066500000000005
433,1,2387.493468939061100,433,large jellyfish,1985,11,13,50758,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.143000000000001,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201644,0.000000000000000,0.000000000000000,6.800000000000000,0.000000000000000,0.000000000000000,30.164000000000001,-89.066500000000005
434,1,3398.737716853982400,434,large jellyfish,1985,11,13,50759,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.120999999999999,-89.046999999999997,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201645,0.000000000000000,0.000000000000000,6.500000000000000,0.000000000000000,0.000000000000000,30.092500000000001,-89.034000000000006
435,1,3473.802851018022500,435,large jellyfish,1985,11,13,50760,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.132000000000001,-89.031999999999996,,,,,,,,,,,,,,,large jellyfish,2015,6,2,208628,0.000000000000000,0.000000000000000,7.800000000000000,0.000000000000000,0.000000000000000,30.148000000000000,-89.001000000000005
436,1,1858.764398912985400,436,large jellyfish,1985,11,14,50761,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.058000000000000,-88.966999999999999,,,,,,,,,,,,,,,large jellyfish,2003,7,6,76132,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,30.064000000000000,-88.984999999999999
437,1,3374.382170875645000,437,large jellyfish,1985,11,14,50762,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.016999999999999,-88.980999999999995,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201646,0.000000000000000,0.000000000000000,1561.800000000000000,0.000000000000000,0.000000000000000,30.044499999999999,-88.995999999999995
438,1,2943.931128567845900,438,large jellyfish,1985,11,14,50763,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.018000000000001,-88.998000000000005,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201646,0.000000000000000,0.000000000000000,1561.800000000000000,0.000000000000000,0.000000000000000,30.044499999999999,-88.995999999999995
439,0,-1.000000000000000,439,large jellyfish,1985,11,14,50764,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.004999999999999,-89.010999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,
440,1,3381.014536092523500,440,large jellyfish,1985,11,14,50765,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.013999999999999,-88.995999999999995,,,,,,,,,,,,,,,large jellyfish,2015,11,5,201646,0.000000000000000,0.000000000000000,1561.800000000000000,0.000000000000000,0.000000000000000,30.044499999999999,-88.995999999999995
441,1,1237.726205988738500,441,large jellyfish,1985,11,14,50766,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.056999999999999,-88.974999999999994,,,,,,,,,,,,,,,large jellyfish,2003,7,6,76132,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,30.064000000000000,-88.984999999999999
442,1,1027.983782759734600,442,large jellyfish,1990,7,10,51790,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.178999999999998,-89.778999999999996,,,,,,,,,,,,,,,large jellyfish,1990,4,12,66507,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.175999999999998,-89.789000000000001
443,1,0.000000000000000,443,large jellyfish,1984,6,5,55366,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.053000000000001,-88.861000000000004,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55429,0.000000000000000,0.000000000000000,3.700000000000000,0.000000000000000,0.000000000000000,30.053000000000001,-88.861000000000004
444,1,0.000000000000000,444,large jellyfish,1984,6,5,55367,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
445,1,146.923818612443200,445,large jellyfish,1984,6,5,55368,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.061000000000000,-88.846000000000004,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55431,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.062000000000001,-88.846999999999994
446,1,3609.955724596802200,446,large jellyfish,1984,6,11,55369,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.413000000000000,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,1984,10,16,52525,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.384499999999999,-89.054000000000002
447,0,-1.000000000000000,447,large jellyfish,1984,6,11,55370,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.448000000000000,-89.159999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
448,0,-1.000000000000000,448,large jellyfish,1984,6,11,55371,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.457000000000001,-89.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
449,1,3471.779277621633400,449,large jellyfish,1984,6,12,55372,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.918000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,24,68723,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,29.259000000000000,-89.885499999999993
450,1,1726.045278015841900,450,large jellyfish,1984,6,12,55373,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
451,1,1163.816737183835400,451,large jellyfish,1984,6,12,55374,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
452,1,0.000000000000000,452,large jellyfish,1984,6,13,55375,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55432,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999
453,1,345.398521070497280,453,large jellyfish,1984,6,13,55376,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1995,7,8,39194,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.034500000000001,-90.598500000000001
454,1,0.000000000000000,454,large jellyfish,1984,6,13,55377,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55434,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,29.074999999999999,-90.594999999999999
455,1,243.557401633974650,455,large jellyfish,1984,6,14,55379,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.016999999999999,-90.981999999999999,,,,,,,,,,,,,,,large jellyfish,1988,7,14,55424,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.016999999999999,-90.984499999999997
456,1,783.733348492974870,456,large jellyfish,1984,6,19,55381,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.163000000000000,-92.162999999999997,,,,,,,,,,,,,,,large jellyfish,1990,7,5,60164,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,29.166499999999999,-92.170000000000002
457,1,2593.474484861532300,457,large jellyfish,1984,6,19,55382,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.324999999999999,-92.150000000000006,,,,,,,,,,,,,,,large jellyfish,2000,7,2,14472,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.309500000000000,-92.170000000000002
458,0,-1.000000000000000,458,large jellyfish,1984,6,19,55383,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.567000000000000,-92.131000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
459,1,3609.955724596802200,459,large jellyfish,1988,7,5,55408,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.413000000000000,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,1984,10,16,52525,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.384499999999999,-89.054000000000002
460,0,-1.000000000000000,460,large jellyfish,1988,7,5,55409,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.448000000000000,-89.159999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
461,0,-1.000000000000000,461,large jellyfish,1988,7,5,55410,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.457000000000001,-89.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
462,1,0.000000000000000,462,large jellyfish,1988,7,6,55411,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.053000000000001,-88.861000000000004,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55429,0.000000000000000,0.000000000000000,3.700000000000000,0.000000000000000,0.000000000000000,30.053000000000001,-88.861000000000004
463,1,0.000000000000000,463,large jellyfish,1988,7,6,55412,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55430,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,30.055000000000000,-88.856999999999999
464,1,0.000000000000000,464,large jellyfish,1988,7,6,55413,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,30.062000000000001,-88.846999999999994,,,,,,,,,,,,,,,large jellyfish,1988,11,3,55431,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,30.062000000000001,-88.846999999999994
465,0,-1.000000000000000,465,large jellyfish,1988,7,13,55414,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.933000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,
466,1,1726.045278015841900,466,large jellyfish,1988,7,13,55415,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
467,1,0.000000000000000,467,large jellyfish,1988,7,13,55416,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1988,11,7,55432,0.000000000000000,0.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,29.007999999999999,-90.594999999999999
468,1,1163.816737183835400,468,large jellyfish,1988,7,13,55417,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
469,1,345.398521070497280,469,large jellyfish,1988,7,13,55418,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1995,7,8,39194,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.034500000000001,-90.598500000000001
470,0,-1.000000000000000,470,large jellyfish,1988,7,14,55420,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.321999999999999,-92.113000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
471,1,911.185356382603460,471,large jellyfish,1988,7,14,55421,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.158000000000001,-92.158000000000001,,,,,,,,,,,,,,,large jellyfish,1989,7,13,85530,0.065107053334609,0.001171926960023,12.800000000000001,0.015000665088294,0.833370282682995,29.150500000000001,-92.161834999999996
472,0,-1.000000000000000,472,large jellyfish,1988,7,14,55428,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.567000000000000,-92.030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
473,1,345.398521070497280,473,large jellyfish,1988,11,7,55433,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.033999999999999,-90.594999999999999,,,,,,,,,,,,,,,large jellyfish,1995,7,8,39194,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.034500000000001,-90.598500000000001
474,1,911.185356382603460,474,large jellyfish,1988,11,9,55437,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.158000000000001,-92.158000000000001,,,,,,,,,,,,,,,large jellyfish,1989,7,13,85530,0.065107053334609,0.001171926960023,12.800000000000001,0.015000665088294,0.833370282682995,29.150500000000001,-92.161834999999996
475,0,-1.000000000000000,475,large jellyfish,1988,11,9,55438,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.321999999999999,-92.113000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
476,0,-1.000000000000000,476,large jellyfish,1988,11,9,55440,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.933000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,
477,1,1726.045278015841900,477,large jellyfish,1988,11,9,55441,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
478,0,-1.000000000000000,478,large jellyfish,1988,11,9,55442,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.567000000000000,-92.030000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,
479,1,1163.816737183835400,479,large jellyfish,1988,11,9,55443,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
480,1,3609.955724596802200,480,large jellyfish,1988,11,10,55444,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.413000000000000,-89.072000000000003,,,,,,,,,,,,,,,large jellyfish,1984,10,16,52525,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.384499999999999,-89.054000000000002
481,0,-1.000000000000000,481,large jellyfish,1988,11,10,55445,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.448000000000000,-89.159999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,
482,0,-1.000000000000000,482,large jellyfish,1988,11,10,55446,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.457000000000001,-89.203000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,
483,0,-1.000000000000000,483,large jellyfish,1986,11,5,55450,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.271999999999998,-89.933000000000007,,,,,,,,,,,,,,,,,,,,,,,,,,
484,1,1726.045278015841900,484,large jellyfish,1986,11,5,55451,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.251000000000001,-89.903000000000006,,,,,,,,,,,,,,,large jellyfish,1985,7,25,68730,0.000000000000000,0.000000000000000,5.500000000000000,0.000000000000000,0.000000000000000,29.255500000000001,-89.885999999999996
485,1,1163.816737183835400,485,large jellyfish,1986,11,5,55452,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.231999999999999,-89.878000000000000,,,,,,,,,,,,,,,large jellyfish,1987,9,30,51769,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.242500000000000,-89.878000000000000
486,1,911.185356382603460,486,large jellyfish,1986,11,6,55453,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.158000000000001,-92.158000000000001,,,,,,,,,,,,,,,large jellyfish,1989,7,13,85530,0.065107053334609,0.001171926960023,12.800000000000001,0.015000665088294,0.833370282682995,29.150500000000001,-92.161834999999996
487,0,-1.000000000000000,487,large jellyfish,1986,11,6,55454,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,29.321999999999999,-92.113000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
