"agg_grp"	"year"	"month"	"day"	"stationid"	"subregion_depth"	"subregion_alongshore"	"use_pop_den_no_m2"	"use_biomass_den_kg_m2"	"depth_m"	"biomass_den_kg_m3"	"pop_den_no_m3"	"decslat_ctr"	"decslon_ctr"
"large jellyfish"	1990	11	4	62929	"2_shelf"	"2_Lou"	0	0	22	0	0	29	-92.077
"large jellyfish"	1990	11	5	62930	"1_inshore"	"2_Lou"	0.0108511755557682	0.00108511755557682	18	0.0195321160003828	0.195321160003828	28.9465	-91.5705
"large jellyfish"	1990	11	5	62931	"1_inshore"	"2_Lou"	0	0	12.8	0	0	28.9735	-91.5265
"large jellyfish"	1990	11	5	62932	"1_inshore"	"2_Lou"	0	0	12	0	0	28.785	-91.1675
"large jellyfish"	1990	11	5	62933	"2_shelf"	"2_Lou"	0	0	24	0	0	28.6225	-91.167
"large jellyfish"	1990	11	5	62934	"2_shelf"	"2_Lou"	0	0	38	0	0	28.504	-91.1435
"large jellyfish"	1990	11	5	62935	"2_shelf"	"2_Lou"	0	0	56	0	0	28.4025	-91.2195
"large jellyfish"	1990	11	5	62936	"2_shelf"	"2_Lou"	0	0	40.2	0	0	28.569	-91.481
"large jellyfish"	1990	11	5	62937	"2_shelf"	"2_Lou"	0	0	40.2	0	0	28.535	-91.334
"large jellyfish"	1990	11	5	62938	"2_shelf"	"2_Lou"	0	0	36.6	0	0	28.5535	-91.3175
"large jellyfish"	1990	11	5	62939	"2_shelf"	"2_Lou"	0	0	33	0	0	28.62	-91.363
"large jellyfish"	1990	11	6	62940	"2_shelf"	"2_Lou"	0	0	23	0	0	28.6645	-91.204
"large jellyfish"	1990	11	6	62941	"1_inshore"	"2_Lou"	0	0	15	0	0	28.7145	-91.087
"large jellyfish"	1990	11	6	62942	"2_shelf"	"2_Lou"	0.0217023511115363	0.0151916457780754	25.6	0.38890613191873	0.555580188455329	28.5815	-91.01
"large jellyfish"	1990	11	6	62943	"2_shelf"	"2_Lou"	0	0	27.4	0	0	28.5745	-91.0665
"large jellyfish"	1990	11	6	62944	"2_shelf"	"2_Lou"	0	0	88.7	0	0	28.2025	-91.2955
"large jellyfish"	1990	11	6	62946	"2_shelf"	"2_Lou"	0	0	109.7	0	0	28.122	-91.532
"large jellyfish"	1990	11	6	62947	"2_shelf"	"2_Lou"	0	0	80.5	0	0	28.1885	-91.8215
"large jellyfish"	1990	11	6	62948	"2_shelf"	"2_Lou"	0	0	94	0	0	28.1015	-91.979
"large jellyfish"	1990	11	6	62949	"2_shelf"	"2_Lou"	0	0	91.4	0	0	28.161	-91.5925
"large jellyfish"	1990	11	7	62950	"2_shelf"	"2_Lou"	0	0	114	0	0	28.139	-91.361
"large jellyfish"	1990	11	7	62951	"2_shelf"	"2_Lou"	0	0	82.3	0	0	28.244	-91.2225
"large jellyfish"	1990	11	7	62952	"2_shelf"	"2_Lou"	0	0	73.2	0	0	28.255	-90.8865
"large jellyfish"	1990	11	7	62953	"2_shelf"	"2_Lou"	0	0	96	0	0	28.1875	-90.6005
"large jellyfish"	1990	11	7	62954	"2_shelf"	"2_Lou"	0.0108511755557682	0.00325535266673045	21	0.0683624060013394	0.227874686671132	28.605	-90.771
"large jellyfish"	1990	11	7	62955	"1_inshore"	"2_Lou"	0.0108511755557682	0.0065107053334609	18.3	0.119145907602334	0.198576512670558	28.8295	-90.7955
"large jellyfish"	1990	11	7	62956	"2_shelf"	"2_Lou"	0	0	29.3	0	0	28.536	-90.8425
"large jellyfish"	1990	11	7	62957	"2_shelf"	"2_Lou"	0	0	73.2	0	0	28.2925	-91.176
"large jellyfish"	1990	11	8	62958	"2_shelf"	"2_Lou"	0	0	66	0	0	28.2905	-90.703
"large jellyfish"	1990	11	8	62959	"2_shelf"	"2_Lou"	0	0	54.9	0	0	28.335	-90.6875
"large jellyfish"	1990	11	8	62961	"2_shelf"	"2_Lou"	0	0	34.7	0	0	28.631	-90.3125
"large jellyfish"	1990	11	8	62962	"2_shelf"	"2_Lou"	0.0108511755557682	0.00434047022230727	64	0.277790094227665	0.694475235569165	28.7925	-89.84
"large jellyfish"	1990	11	8	62963	"2_shelf"	"2_Lou"	0	0	103.3	0	0	28.6685	-89.69
"large jellyfish"	1990	11	13	62965	"2_shelf"	"2_Lou"	0	0	44	0	0	28.9565	-89.5375
"large jellyfish"	1990	11	13	62966	"1_inshore"	"2_Lou"	0	0	18.1	0	0	29.1505	-89.706
"large jellyfish"	1990	11	13	62967	"1_inshore"	"2_Lou"	0	0	14.6	0	0	29.1965	-89.8715
"large jellyfish"	1990	11	13	62968	"1_inshore"	"2_Lou"	0	0	12.8	0	0	29.0425	-90.2
"large jellyfish"	1990	11	13	62969	"1_inshore"	"2_Lou"	0.141065282224986	0.112852225779989	11	1.24137448357988	1.55171810447485	29.1445	-90.0805
"large jellyfish"	1990	11	13	62970	"2_shelf"	"2_Lou"	0	0	27.4	0	0	29.0215	-89.941
"large jellyfish"	1990	11	13	62971	"2_shelf"	"2_Lou"	0.0325535266673045	0.00434047022230727	23.8	0.103303191290913	0.774773934681847	29.087	-89.6835
"large jellyfish"	1990	11	13	62972	"2_shelf"	"2_Lou"	0	0	32.9	0	0	29.0065	-89.6085
"large jellyfish"	1990	11	14	62973	"2_shelf"	"2_Lou"	0	0	20.1	0	0	28.997	-89.545
"large jellyfish"	1990	11	14	62974	"2_shelf"	"2_Lou"	0	0	46	0	0	28.8875	-89.8765
"large jellyfish"	1990	11	14	62975	"1_inshore"	"2_Lou"	0.0759582288903771	0.00759582288903771	16.5	0.125331077669122	1.25331077669122	28.996	-90.2145
"large jellyfish"	1990	11	14	62976	"2_shelf"	"2_Lou"	0	0	25.6	0	0	28.9815	-90.029
"large jellyfish"	1990	11	14	62977	"2_shelf"	"2_Lou"	0.0868094044461453	0.0108511755557682	32.9	0.357003675784774	2.85602940627818	29.0075	-89.881
"large jellyfish"	1990	11	14	62978	"2_shelf"	"2_Lou"	0.0542558777788408	0.00271279388894204	31.1	0.0843678899460975	1.68735779892195	29.0705	-89.7675
"large jellyfish"	1990	11	14	62979	"2_shelf"	"2_Lou"	0	0	80.1	0	0	28.805	-89.653
"large jellyfish"	1990	11	15	62981	"2_shelf"	"2_Lou"	0	0	82.3	0	0	29.18	-88.659
"large jellyfish"	1990	11	15	62982	"2_shelf"	"2_Lou"	0	0	97	0	0	29.1615	-88.6135
"large jellyfish"	1990	11	15	62987	"2_shelf"	"2_Lou"	0	0	31.1	0	0	29.4935	-88.6665
"large jellyfish"	1990	11	15	62988	"1_inshore"	"2_Lou"	0.0542558777788408	0.0325535266673045	18.3	0.595729538011672	0.992882563352787	29.4235	-88.9
"large jellyfish"	1990	11	15	62989	"2_shelf"	"2_Lou"	0.0325535266673045	0.0065107053334609	32.9	0.214202205470864	1.07101102735432	29.333	-88.874
"large jellyfish"	1990	11	16	62990	"1_inshore"	"2_Lou"	0.0325535266673045	0.00325535266673045	11	0.0358088793340349	0.35808879334035	29.3385	-89.0745
"large jellyfish"	1990	11	16	62991	"2_shelf"	"2_Lou"	0.0217023511115363	0.00325535266673045	25.6	0.0833370282682995	0.555580188455329	29.1765	-88.935
"large jellyfish"	1990	11	16	62992	"2_shelf"	"2_Lou"	0	0	109.7	0	0	29.06	-88.8655
"large jellyfish"	1990	11	16	62993	"2_shelf"	"2_Lou"	0.0217023511115363	0.00217023511115363	95	0.206172335559595	2.06172335559595	28.9845	-88.986
"large jellyfish"	1990	11	16	62994	"2_shelf"	"2_Lou"	0	0	109.7	0	0	29.245	-88.468
"large jellyfish"	1990	11	16	62995	"2_shelf"	"2_Lou"	0	0	60.4	0	0	29.376	-88.6015
"large jellyfish"	1990	11	16	62997	"2_shelf"	"2_Lou"	0	0	109.7	0	0	29.2435	-88.4675
"large jellyfish"	1990	11	16	62998	"2_shelf"	"2_Lou"	0	0	73.2	0	0	29.324	-88.286
"large jellyfish"	1990	11	17	62999	"2_shelf"	"2_Lou"	0	0	45.7	0	0	29.577	-88.1345
"large jellyfish"	1990	11	17	63000	"2_shelf"	"2_Lou"	0	0	64	0	0	29.4325	-88.03
"large jellyfish"	1990	11	17	63001	"2_shelf"	"2_Lou"	0	0	73.2	0	0	29.2925	-88.414
"large jellyfish"	1990	11	17	63002	"2_shelf"	"2_Lou"	0	0	54.9	0	0	29.4225	-88.6375
"large jellyfish"	1990	11	17	63003	"2_shelf"	"2_Lou"	0	0	34.7	0	0	29.575	-88.5715
"large jellyfish"	1990	11	17	63004	"2_shelf"	"2_Lou"	0	0	46	0	0	29.5925	-88.5175
"large jellyfish"	1990	11	17	63005	"2_shelf"	"2_Lou"	0	0	40.2	0	0	29.585	-88.545
"large jellyfish"	1990	11	17	63006	"2_shelf"	"2_Lou"	0	0	50.3	0	0	29.5445	-88.503
"large jellyfish"	1990	11	17	63009	"2_shelf"	"2_Lou"	0	0	37	0	0	29.6775	-88.515
"large jellyfish"	1990	11	18	63010	"2_shelf"	"2_Lou"	0.0108511755557682	0.00108511755557682	37	0.0401493495563423	0.401493495563423	29.8175	-88.069
"large jellyfish"	1990	11	18	63011	"2_shelf"	"2_Lou"	0.0217023511115363	0.00434047022230727	33	0.14323551733614	0.716177586680698	29.85	-88.051
"large jellyfish"	1990	11	18	63012	"2_shelf"	"2_Lou"	0	0	40.2	0	0	29.731	-88.2625
"large jellyfish"	1990	11	18	63013	"2_shelf"	"2_Lou"	0	0	37	0	0	29.819	-88.3705
"large jellyfish"	1990	11	18	63014	"2_shelf"	"2_Lou"	0	0	31.1	0	0	29.986	-88.3175
"large jellyfish"	1990	11	18	63015	"2_shelf"	"2_Lou"	0	0	29.3	0	0	29.999	-88.2825
"large jellyfish"	1990	11	18	63016	"2_shelf"	"2_Lou"	0	0	21.9	0	0	30.0635	-88.136
"large jellyfish"	1990	11	18	63017	"2_shelf"	"2_Lou"	0	0	23.8	0	0	30.051	-88.135
"large jellyfish"	1983	10	12	63243	"2_shelf"	"2_Lou"	0	0	128	0	0	29.08	-88.6885
"large jellyfish"	1983	10	12	63244	"2_shelf"	"2_Lou"	0	0	199.3	0	0	28.986	-88.8455
"large jellyfish"	1983	10	12	63245	"2_shelf"	"2_Lou"	0	0	175.6	0	0	28.6515	-89.275
"large jellyfish"	1983	10	15	63263	"3_oceanic"	NA	0	0	457.2	0	0	NA	NA
"large jellyfish"	1983	10	16	63264	"3_oceanic"	"2_Lou"	0	0	439	0	0	29.1725	-88.1185
"large jellyfish"	1983	10	16	63265	"3_oceanic"	"2_Lou"	0	0	448	0	0	29.2	-87.97
"large jellyfish"	1983	10	16	63266	"3_oceanic"	"3_Fla"	0	0	332.8	0	0	29.2725	-87.776
"large jellyfish"	1983	10	16	63267	"3_oceanic"	NA	0	0	363	0	0	21.9875	NA
"large jellyfish"	1983	10	16	63268	"3_oceanic"	"3_Fla"	0	0	380.4	0	0	29.312	-87.6125
"large jellyfish"	1983	10	16	63269	"3_oceanic"	"3_Fla"	0	0	393.2	0	0	NA	29.3065
"large jellyfish"	1983	10	16	63270	"3_oceanic"	"3_Fla"	0	0	453.5	0	0	29.3035	-87.5855
"large jellyfish"	1983	10	17	63271	"3_oceanic"	"3_Fla"	0	0	475.5	0	0	29.309	-87.565
"large jellyfish"	1983	10	17	63272	"3_oceanic"	"3_Fla"	0	0	521.2	0	0	29.2925	-87.5875
"large jellyfish"	1983	10	17	63273	"3_oceanic"	"3_Fla"	0	0	539.5	0	0	NA	29.3395
"large jellyfish"	1983	10	17	63274	"3_oceanic"	"3_Fla"	0	0	594.4	0	0	29.2885	-87.5755
"large jellyfish"	1983	10	17	63275	"3_oceanic"	"3_Fla"	0	0	612.6	0	0	NA	29.277
"large jellyfish"	1983	10	17	63276	"3_oceanic"	"3_Fla"	0	0	664	0	0	29.3125	-87.43
"large jellyfish"	1983	10	18	63277	"3_oceanic"	"3_Fla"	0	0	380.4	0	0	29.3075	-87.626
"large jellyfish"	1983	10	18	63278	"3_oceanic"	"3_Fla"	0	0	548.6	0	0	29.2415	-87.7395
"large jellyfish"	1983	10	18	63279	"3_oceanic"	"3_Fla"	0	0	488.3	0	0	29.198	-87.9385
"large jellyfish"	1983	10	18	63280	"3_oceanic"	"2_Lou"	0	0	475.5	0	0	29.1695	-88.014
"large jellyfish"	1983	10	18	63281	"3_oceanic"	"2_Lou"	0	0	404.2	0	0	29.1815	-88.1125
"large jellyfish"	1983	10	18	63282	"3_oceanic"	"2_Lou"	0	0	395	0	0	29.15	-88.2375
"large jellyfish"	1983	10	19	63283	"2_shelf"	"3_Fla"	0	0	40.2	0	0	NA	29.688
"large jellyfish"	1983	10	19	63285	"2_shelf"	"3_Fla"	0	0	35	0	0	29.6875	-87.682
"large jellyfish"	1983	10	19	63286	"2_shelf"	"3_Fla"	0	0	38.4	0	0	29.6165	-87.7185
"large jellyfish"	1983	10	19	63287	"2_shelf"	"3_Fla"	0	0	43	0	0	NA	29.5745
"large jellyfish"	1983	10	19	63288	"2_shelf"	"3_Fla"	0	0	38.4	0	0	29.6705	-87.8275
"large jellyfish"	1983	10	19	63289	"2_shelf"	"3_Fla"	0	0	38.4	0	0	29.7585	-87.8835
"large jellyfish"	1983	10	19	63290	"2_shelf"	"3_Fla"	0	0	37	0	0	29.8035	-87.7775
"large jellyfish"	1983	10	19	63291	"2_shelf"	"3_Fla"	0	0	32.9	0	0	29.8385	-87.801
"large jellyfish"	1983	10	19	63292	"2_shelf"	"3_Fla"	0	0	31.1	0	0	29.8835	-87.785
"large jellyfish"	1983	10	20	63293	"2_shelf"	"3_Fla"	0	0	35	0	0	29.83	-87.658
"large jellyfish"	1983	10	20	63294	"2_shelf"	"3_Fla"	0	0	38.4	0	0	29.8265	-87.5335
"large jellyfish"	1983	10	20	63295	"2_shelf"	"3_Fla"	0	0	34.7	0	0	29.8845	-87.591
"large jellyfish"	1983	10	20	63296	"1_inshore"	"2_Lou"	0	0	15	0	0	30.145	-88.045
"large jellyfish"	1983	10	20	63300	"1_inshore"	"2_Lou"	0.0662908179406928	0.00301623221630152	18.3	0.0551970495583178	1.21312196831468	30.1275	-88.0235
"large jellyfish"	1983	10	20	63303	"1_inshore"	"3_Fla"	0.0260428213338436	0.00118494837068988	12	0.0142193804482786	0.312513856006123	30.17	-87.8285
"large jellyfish"	1983	10	20	63304	"1_inshore"	"3_Fla"	0	0	12.8	0	0	30.2135	-87.5795
"large jellyfish"	1983	10	20	63305	"2_shelf"	"3_Fla"	0	0	24	0	0	30.126	-87.5765
"large jellyfish"	1983	10	20	63306	"1_inshore"	"3_Fla"	0	0	15	0	0	30.125	-87.715
"large jellyfish"	1983	10	20	63307	"2_shelf"	"3_Fla"	0	0	20.1	0	0	30.076	-87.807
"large jellyfish"	1983	10	20	63308	"2_shelf"	"3_Fla"	0.0130214106669218	0.00118494837068988	21.9	0.0259503693181084	0.285168893605587	30.029	-87.8465
"large jellyfish"	1983	10	24	63314	"1_inshore"	"2_Lou"	0.065107053334609	0.0236208389497961	12.8	0.30234673855739	0.833370282682995	30.178	-88.481
"large jellyfish"	1983	10	24	63317	"1_inshore"	"2_Lou"	0.234385392004592	0.0649768392279398	12.8	0.83170354211763	3.00013301765878	30.1835	-88.575
"large jellyfish"	1983	10	25	63320	"1_inshore"	"2_Lou"	0.0260428213338436	0.0100395076241967	15	0.15059261436295	0.390642320007654	30.1	-88.605
"large jellyfish"	1983	10	25	63323	"1_inshore"	"2_Lou"	0	0	17	0	0	30.099	-88.649
"large jellyfish"	1983	10	25	63326	"2_shelf"	"2_Lou"	0.0130214106669218	0.00295586022139125	21.9	0.0647333388484684	0.285168893605587	30.0215	-88.634
"large jellyfish"	1983	10	25	63329	"2_shelf"	"2_Lou"	0	0	26	0	0	30.035	-88.4935
"large jellyfish"	1983	10	25	63332	"2_shelf"	"2_Lou"	0	0	27.4	0	0	29.9675	-88.492
"large jellyfish"	1983	10	25	63335	"2_shelf"	"2_Lou"	0	0	20.1	0	0	29.973	-88.647
"large jellyfish"	1983	10	25	63338	"1_inshore"	"2_Lou"	0	0	18.3	0	0	29.93	-88.6875
"large jellyfish"	1983	10	25	63341	"1_inshore"	"2_Lou"	0.0260428213338436	0.00235687533071285	14.6	0.0344103798284076	0.380225191474117	29.8535	-88.7365
"large jellyfish"	1983	10	25	63344	"1_inshore"	"2_Lou"	0	0	12.8	0	0	29.842	-88.765
"large jellyfish"	1983	10	25	63347	"1_inshore"	"2_Lou"	0	0	11	0	0	29.7615	-88.8085
"large jellyfish"	1983	10	26	63350	"1_inshore"	"2_Lou"	0	0	14.6	0	0	29.73	-88.7585
"large jellyfish"	1983	10	26	63353	"1_inshore"	"2_Lou"	0.130214106669218	0.0502105595316505	12	0.602526714379806	1.56256928003062	29.673	-88.8075
"large jellyfish"	1983	10	26	63356	"1_inshore"	"2_Lou"	0	0	16.5	0	0	29.591	-88.77
"large jellyfish"	1983	10	26	63359	"2_shelf"	"2_Lou"	0	0	20.1	0	0	29.7725	-88.651
"large jellyfish"	1983	10	26	63362	"2_shelf"	"2_Lou"	0	0	22	0	0	29.864	-88.5975
"large jellyfish"	1983	10	26	63365	"2_shelf"	"2_Lou"	0	0	31.1	0	0	29.8465	-88.472
"large jellyfish"	1983	10	26	63372	"2_shelf"	"2_Lou"	0	0	32.9	0	0	29.8835	-88.4445
"large jellyfish"	1983	10	26	63375	"2_shelf"	"2_Lou"	0	0	34.7	0	0	29.8465	-88.3875
"large jellyfish"	1983	10	26	63378	"2_shelf"	"2_Lou"	0	0	35	0	0	29.8225	-88.3425
"large jellyfish"	1983	10	26	63381	"2_shelf"	"2_Lou"	0	0	32.9	0	0	29.9115	-88.2965
"large jellyfish"	1983	10	27	63384	"2_shelf"	"2_Lou"	0	0	21.9	0	0	30.034	-88.2775
"large jellyfish"	1983	10	27	63387	"2_shelf"	"2_Lou"	0	0	20.1	0	0	30.062	-88.316
"large jellyfish"	1983	10	27	63390	"1_inshore"	"2_Lou"	0	0	17	0	0	30.1535	-88.3135
"large jellyfish"	1983	10	27	63393	"1_inshore"	"2_Lou"	0.0911498746684526	0.0118104194748981	12	0.141725033698777	1.09379849602143	30.203	-88.26
"large jellyfish"	1983	10	27	63396	"1_inshore"	"2_Lou"	0	0	16.5	0	0	30.15	-88.213
"large jellyfish"	1983	10	27	63399	"1_inshore"	"2_Lou"	0	0	16.5	0	0	30.14	-88.1325
"large jellyfish"	1983	10	27	63402	"2_shelf"	"2_Lou"	0	0	20.1	0	0	30.092	-88.152
"large jellyfish"	1983	10	27	63405	"1_inshore"	"2_Lou"	0	0	18.3	0	0	30.06	-88.2435
"large jellyfish"	1983	10	27	63408	"2_shelf"	"2_Lou"	0	0	30	0	0	29.9685	-88.1815
"large jellyfish"	1983	10	28	63411	"2_shelf"	"2_Lou"	0	0	35	0	0	29.885	-88.187
"large jellyfish"	1983	10	28	63414	"2_shelf"	"2_Lou"	0	0	29.3	0	0	29.947	-88.108
"large jellyfish"	1983	10	28	63417	"2_shelf"	"2_Lou"	0	0	32	0	0	29.9325	-88.061
"large jellyfish"	1983	10	28	63420	"2_shelf"	"2_Lou"	0	0	34	0	0	29.8115	-88.1145
"large jellyfish"	1983	10	28	63423	"2_shelf"	"2_Lou"	0	0	36.6	0	0	29.7685	-88.0475
"large jellyfish"	1983	10	28	63426	"2_shelf"	"2_Lou"	0	0	36.6	0	0	29.758	-88.1055
"large jellyfish"	1983	10	28	63429	"2_shelf"	"2_Lou"	0	0	36.6	0	0	29.724	-88.0665
"large jellyfish"	1983	10	28	63432	"2_shelf"	"2_Lou"	0	0	37	0	0	29.744	-88.0975
"large jellyfish"	1983	10	28	63441	"2_shelf"	"3_Fla"	0	0	36.6	0	0	NA	29.73
"large jellyfish"	1983	10	29	63453	"2_shelf"	"3_Fla"	0	0	34	0	0	NA	29.674
"large jellyfish"	1983	10	29	63459	"2_shelf"	"3_Fla"	0	0	44	0	0	NA	29.5625
"large jellyfish"	1983	10	29	63466	"2_shelf"	"3_Fla"	0	0	48	0	0	NA	29.4875
"large jellyfish"	1983	10	29	63472	"2_shelf"	"3_Fla"	0	0	37	0	0	NA	29.6585
"large jellyfish"	1983	10	29	63479	"2_shelf"	"3_Fla"	0	0	77	0	0	NA	29.3825
"large jellyfish"	1983	10	30	63488	"2_shelf"	"3_Fla"	0	0	89	0	0	NA	29.2645
"large jellyfish"	1983	10	30	63500	"2_shelf"	"3_Fla"	0	0	65.8	0	0	NA	29.27
"large jellyfish"	1983	10	30	63509	"2_shelf"	"3_Fla"	0	0	48	0	0	NA	29.414
"large jellyfish"	1983	10	31	63515	"2_shelf"	"2_Lou"	0	0	22	0	0	29.573	-88.639
"large jellyfish"	1983	10	31	63525	"1_inshore"	NA	0	0	16.5	0	0	NA	NA
"large jellyfish"	1983	10	31	63530	"2_shelf"	"2_Lou"	0.312513856006123	0.106319818095416	24	2.55167563428998	7.50033254414695	29.375	-89.0525
"large jellyfish"	1983	10	31	63531	"1_inshore"	"2_Lou"	0.50783501600995	0.165384936880574	13	2.15000417944746	6.60185520812935	29.3625	-89.061
"large jellyfish"	1983	10	31	63537	"2_shelf"	"3_Fla"	0	0	44	0	0	NA	29.222
"large jellyfish"	1983	11	1	63557	"2_shelf"	"2_Lou"	0	0	99	0	0	29.0875	-88.7665
"large jellyfish"	1983	11	1	63558	"2_shelf"	"2_Lou"	0	0	104.2	0	0	29.0865	-88.8055
"large jellyfish"	1983	11	1	63571	"2_shelf"	"2_Lou"	0.0260428213338436	0.0265766991711874	98.8	2.62577787811332	2.57303074778375	28.794	-89.3535
"large jellyfish"	1983	11	2	63577	"2_shelf"	"2_Lou"	0	0	51.2	0	0	28.85	-89.3875
"large jellyfish"	1983	11	2	63581	"2_shelf"	"2_Lou"	0	0	110	0	0	28.7525	-89.3935
"large jellyfish"	1983	11	2	63582	"2_shelf"	"2_Lou"	0	0	95.1	0	0	28.766	-89.435
"large jellyfish"	1983	11	2	63584	"2_shelf"	"2_Lou"	0	0	84.1	0	0	28.7835	-89.495
"large jellyfish"	1983	11	2	63585	"2_shelf"	"2_Lou"	0	0	100.6	0	0	28.719	-89.526
"large jellyfish"	1983	11	2	63586	"2_shelf"	"2_Lou"	0	0	113.4	0	0	28.706	-89.446
"large jellyfish"	1983	11	2	63587	"2_shelf"	"2_Lou"	0	0	156	0	0	28.583	-89.6075
"large jellyfish"	1983	11	2	63589	"2_shelf"	"2_Lou"	0.0520856426676872	0.03130347124328	80.5	2.51992943508404	4.19289423474882	28.7965	-89.564
"large jellyfish"	1983	11	3	63597	"2_shelf"	"2_Lou"	0	0	77	0	0	28.765	-89.7315
"large jellyfish"	1983	11	3	63609	"2_shelf"	"2_Lou"	0	0	46	0	0	28.9865	-89.641
"large jellyfish"	1983	11	3	63613	"1_inshore"	"2_Lou"	0.429706552008419	0.0974442242554477	16.5	1.60782970021489	7.09015810813891	29.101	-89.6
"large jellyfish"	1983	11	3	63619	"1_inshore"	"2_Lou"	0.0781284640015308	0.0637840780108497	12.8	0.816436198538876	1.00004433921959	29.1865	-89.94
"large jellyfish"	1983	11	8	63621	"2_shelf"	"2_Lou"	0.0130214106669218	0.0059117204427825	27.4	0.16198114013224	0.356786652273657	29.0665	-89.856
"large jellyfish"	1983	11	8	63623	"2_shelf"	"2_Lou"	0	0	24	0	0	29.02	-89.993
"large jellyfish"	1983	11	8	63625	"2_shelf"	"2_Lou"	0.0130214106669218	0.00118494837068988	21.9	0.0259503693181084	0.285168893605587	29.021	-90.034
"large jellyfish"	1983	11	8	63627	"2_shelf"	"2_Lou"	0	0	31	0	0	28.94	-89.9805
"large jellyfish"	1983	11	8	63629	"2_shelf"	"2_Lou"	0	0	29.3	0	0	28.9025	-90.0715
"large jellyfish"	1983	11	8	63631	"2_shelf"	"2_Lou"	0	0	38.4	0	0	28.817	-90.0275
"large jellyfish"	1983	11	8	63633	"2_shelf"	"2_Lou"	0.0520856426676872	0.0354442798353611	56.7	2.00969066666497	2.95325593925786	28.74	-89.8965
"large jellyfish"	1983	11	8	63635	"2_shelf"	"2_Lou"	0	0	51.2	0	0	28.7435	-89.955
"large jellyfish"	1983	11	8	63637	"2_shelf"	"2_Lou"	0	0	48	0	0	28.738	-89.993
"large jellyfish"	1983	11	8	63639	"2_shelf"	"2_Lou"	0	0	96	0	0	28.683	-89.933
"large jellyfish"	1983	11	9	63641	"2_shelf"	"2_Lou"	0.598984890678403	0.344830993987474	69.5	23.9657540821294	41.629449902149	28.471	-90.0675
"large jellyfish"	1983	11	9	63643	"2_shelf"	"2_Lou"	0.520856426676872	0.472514439575925	81	38.2736696056499	42.1893705608266	28.3925	-90.0515
"large jellyfish"	1983	11	9	63645	"2_shelf"	"2_Lou"	0.169278338669983	0.0767888863791712	75	5.75916647843784	12.6958754002487	28.361	-90.14
"large jellyfish"	1983	11	9	63647	"2_shelf"	"2_Lou"	0	0	81	0	0	28.326	-90.152
"large jellyfish"	1983	11	9	63649	"2_shelf"	"2_Lou"	0.0130214106669218	0.0118104194748981	86	1.01569607484124	1.11984131735527	28.288	-90.2025
"large jellyfish"	1983	11	9	63651	"2_shelf"	"2_Lou"	0.130214106669218	0.0885976781777359	62.2	5.51077558265517	8.09931743482536	28.3555	-90.2185
"large jellyfish"	1983	11	9	63653	"2_shelf"	"2_Lou"	0	0	62.2	0	0	28.3945	-90.1895
"large jellyfish"	1983	11	9	63655	"2_shelf"	"2_Lou"	0	0	60	0	0	28.3875	-90.2395
"large jellyfish"	1983	11	9	63657	"2_shelf"	"2_Lou"	0	0	54.9	0	0	28.391	-90.3305
"large jellyfish"	1983	11	9	63659	"2_shelf"	"2_Lou"	0	0	62	0	0	28.306	-90.4325
"large jellyfish"	1983	11	9	63661	"2_shelf"	"2_Lou"	0.0520856426676872	0.0472416778995923	65.8	3.10850240579317	3.42723528753382	28.281	-90.352
"large jellyfish"	1983	11	9	63663	"2_shelf"	"2_Lou"	0.117192696002296	0.0974522374312427	80	7.79617899449942	9.37541568018368	28.2265	-90.4295
"large jellyfish"	1983	11	9	63665	"2_shelf"	"2_Lou"	0.0130214106669218	0.00295586022139125	77	0.227601237047126	1.00264862135298	28.225	-90.5225
"large jellyfish"	1983	11	9	63667	"2_shelf"	"2_Lou"	0.0781284640015308	0.0460697509395693	64	2.94846406013244	5.00022169609797	28.2675	-90.5525
"large jellyfish"	1983	11	10	63669	"2_shelf"	"2_Lou"	0	0	56.7	0	0	28.316	-90.5225
"large jellyfish"	1983	11	10	63672	"2_shelf"	"2_Lou"	0.677113354679934	0.343256640625392	77	26.4307613281552	52.1377283103549	28.703	-90.8385
"large jellyfish"	1983	11	10	63674	"1_inshore"	"2_Lou"	0.169278338669983	0.0531533983423748	15	0.797300975135622	2.53917508004974	28.7935	-90.935
"large jellyfish"	1983	11	10	63684	"1_inshore"	"2_Lou"	0	0	16.5	0	0	28.853	-90.7225
"large jellyfish"	1983	11	10	63685	"1_inshore"	"2_Lou"	1.4323551733614	0.737222189612393	12.8	9.43644402703863	18.3341462190259	28.942	-90.589
"large jellyfish"	1983	11	10	63687	"1_inshore"	"2_Lou"	0.0260428213338436	0.00885455925350682	11	0.097400151788575	0.28647103467228	28.981	-90.6475
"large jellyfish"	1983	11	10	63689	"1_inshore"	"2_Lou"	0.260428213338436	0.165371915469907	15	2.48057873204861	3.90642320007654	28.9485	-90.447
"large jellyfish"	1983	11	10	63691	"2_shelf"	"2_Lou"	0	0	20.1	0	0	28.855	-90.4
"large jellyfish"	1983	11	10	63693	"1_inshore"	"2_Lou"	0	0	18.3	0	0	28.941	-90.3675
"large jellyfish"	1983	11	11	63697	"1_inshore"	"2_Lou"	0.325535266673045	0.129196808960865	12.8	1.65371915469907	4.16685141341498	29.0215	-90.22
