"cell_id","decslat_cell_ctr","decslon_cell_ctr","year","taxa_grp","pop_mean_no_m3","pop_var_no_m3","n_obs"
138,30.1068696119,-88.6199565058,2012,"Aurelia_spp",0,0,3
138,30.1068696119,-88.6199565058,2013,"Aurelia_spp",0,0,1
138,30.1068696119,-88.6199565058,2014,"Aurelia_spp",63.7957052098696,1426.40439386778,3
138,30.1068696119,-88.6199565058,2015,"Aurelia_spp",2.23884254369977,5.01241593548008,8
138,30.1068696119,-88.6199565058,2016,"Aurelia_spp",0,0,2
138,30.1068696119,-88.6199565058,2017,"Aurelia_spp",0,0,5
139,30.1097037768,-88.1129033062,2012,"Aurelia_spp",0,0,5
139,30.1097037768,-88.1129033062,2013,"Aurelia_spp",7.6786133395743,58.9611028186884,3
139,30.1097037768,-88.1129033062,2014,"Aurelia_spp",14.4909698707601,90.3943320538841,7
139,30.1097037768,-88.1129033062,2015,"Aurelia_spp",5.3665845107996,28.8002293115542,3
139,30.1097037768,-88.1129033062,2016,"Aurelia_spp",0,0,2
139,30.1097037768,-88.1129033062,2017,"Aurelia_spp",0,0,3
140,30.1251800426,-87.6000406303,2012,"Aurelia_spp",116922.255552365,13667860952.6507,2
140,30.1251800426,-87.6000406303,2013,"Aurelia_spp",0,0,3
140,30.1251800426,-87.6000406303,2014,"Aurelia_spp",0,0,2
140,30.1251800426,-87.6000406303,2015,"Aurelia_spp",102.895066521399,10587.3947144431,4
140,30.1251800426,-87.6000406303,2016,"Aurelia_spp",210.881745750799,44471.1106909044,2
140,30.1251800426,-87.6000406303,2017,"Aurelia_spp",0,0,3
141,30.1624891875,-87.1044865047,2012,"Aurelia_spp",23.0605565852666,227.439462028224,4
141,30.1624891875,-87.1044865047,2013,"Aurelia_spp",0,0,4
141,30.1624891875,-87.1044865047,2014,"Aurelia_spp",210.589822401315,30184.1289889779,5
141,30.1624891875,-87.1044865047,2015,"Aurelia_spp",48.8622512433069,598.754813385988,7
141,30.1624891875,-87.1044865047,2016,"Aurelia_spp",32.8950882855676,432.430975246099,5
141,30.1624891875,-87.1044865047,2017,"Aurelia_spp",9.02253545111008,81.4061459665382,5
142,30.186690082,-86.6138121363,2012,"Aurelia_spp",0,0,6
142,30.186690082,-86.6138121363,2013,"Aurelia_spp",40.2970377974409,729.971831611281,6
142,30.186690082,-86.6138121363,2014,"Aurelia_spp",5.87265621078174,34.4880909700333,5
142,30.186690082,-86.6138121363,2015,"Aurelia_spp",2.47564319736034,6.12880924063652,8
142,30.186690082,-86.6138121363,2016,"Aurelia_spp",1570.77075927382,2288091.31981827,3
142,30.186690082,-86.6138121363,2017,"Aurelia_spp",0,0,3
143,30.1493596817,-86.1341371294,2012,"Aurelia_spp",0,0,7
143,30.1493596817,-86.1341371294,2013,"Aurelia_spp",0,0,5
143,30.1493596817,-86.1341371294,2014,"Aurelia_spp",0,0,3
143,30.1493596817,-86.1341371294,2015,"Aurelia_spp",0,0,3
143,30.1493596817,-86.1341371294,2016,"Aurelia_spp",0,0,5
143,30.1493596817,-86.1341371294,2017,"Aurelia_spp",0,0,2
144,30.0613945982,-85.7418169491,2013,"Aurelia_spp",0,0,1
144,30.0613945982,-85.7418169491,2014,"Aurelia_spp",0,0,3
144,30.0613945982,-85.7418169491,2015,"Aurelia_spp",0,0,2
144,30.0613945982,-85.7418169491,2016,"Aurelia_spp",0,0,1
