"taxa","agg_grp","stationid","year","season","month","day","depth_m","decslat_ctr","decslon_ctr","subregion_depth","subregion_alongshore","use_pop_den_no_m2","use_biomass_den_kg_m2","biomass_den_kg_m3","pop_den_no_m3"
"CHRYSAORA","large jellyfish",69061,2003,"summer",7,8,54,28.369,-94.002,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",69062,2003,"summer",7,8,65.5,28.08,-94.325,"2_shelf","1_Tex",0.0120568617286313,0.000999513837303534,0.0654681563433815,0.78972444322535
"CHRYSAORA","large jellyfish",69063,2003,"summer",7,8,82.8,28.018,-94.075,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",69065,2003,"summer",7,8,95,27.9375,-94.0695,"2_shelf","1_Tex",0,0,0,0
"CHRYSAORA","large jellyfish",69066,2003,"summer",7,8,91.3,27.9635,-93.918,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69067,2003,"summer",7,8,83,28.1095,-93.458,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69068,2003,"summer",7,9,109.2,27.946,-93.8585,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69069,2003,"summer",7,9,65,28.24,-93.6525,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69071,2003,"summer",7,9,51.4,28.4415,-93.3765,"2_shelf","2_Lou",0.034878778572112,0.00289145074362808,0.148620568222483,1.79276921860656
"CHRYSAORA","large jellyfish",69073,2003,"summer",7,9,47,28.4865,-93.3695,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69074,2003,"summer",7,9,37,28.6055,-93.5845,"2_shelf","2_Lou",0.0112253540232084,0.00093058184852398,0.0344315283953873,0.415338098858711
"CHRYSAORA","large jellyfish",69075,2003,"summer",7,10,36.8,28.608,-93.5805,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69076,2003,"summer",7,10,34,28.6725,-93.0355,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69077,2003,"summer",7,10,26.7,28.8425,-93.0965,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69078,2003,"summer",7,10,27,28.835,-93.1085,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69079,2003,"summer",7,10,33.1,28.7285,-92.947,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69080,2003,"summer",7,10,21.9,29.14,-92.873,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69081,2003,"summer",7,11,22.1,29.1275,-89.7325,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69082,2003,"summer",7,11,43,28.999,-89.597,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69084,2003,"summer",7,12,36.2,29.3,-88.902,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69085,2003,"summer",7,12,68.4,29.2715,-88.625,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69087,2003,"summer",7,12,62.7,29.267,-88.8285,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69089,2003,"summer",7,12,47,29.501,-88.067,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69090,2003,"summer",7,12,36.8,29.7815,-88.2015,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69091,2003,"summer",7,13,29.8,29.8545,-88.5075,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69092,2003,"summer",7,13,35.7,29.7845,-88.39,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69093,2003,"summer",7,13,40.2,29.7215,-88.2735,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69094,2003,"summer",7,13,43.5,29.5735,-88.2195,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69096,2003,"summer",7,13,50,29.512,-88.3295,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69097,2003,"summer",7,13,82.8,29.1985,-88.6,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69099,2003,"summer",7,13,79.9,29.2965,-88.3735,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69100,2003,"summer",7,13,86.7,29.2655,-88.361,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69101,2003,"summer",7,14,86.5,29.2655,-88.3575,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69102,2003,"summer",7,14,22.1,29.441,-88.7875,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69103,2003,"summer",7,14,83.4,29.082,-88.898,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69104,2003,"summer",7,15,24,30.028,-88.3185,"2_shelf","2_Lou",0.025041174359465,0.00207591335439965,0.0498219205055916,0.60098818462716
"CHRYSAORA","large jellyfish",69105,2003,"summer",7,15,27,30.021,-88.346,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69106,2003,"summer",7,15,111.6,29.227,-88.285,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69107,2003,"summer",7,15,91.4,29.259,-88.3565,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69108,2003,"summer",7,16,44.8,28.908,-89.857,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69109,2003,"summer",7,16,63.1,28.8865,-89.704,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69110,2003,"summer",7,16,36.9,29.031,-89.761,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69111,2003,"summer",7,16,20.3,29.1435,-89.742,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69112,2003,"summer",7,16,16.1,29.182,-89.834,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69114,2003,"summer",7,16,18.3,28.9565,-90.2605,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69115,2003,"summer",7,16,40.2,28.7825,-90.0735,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69116,2003,"summer",7,16,29.4,28.721,-90.265,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69117,2003,"summer",7,16,25.8,28.7355,-90.336,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69118,2003,"summer",7,17,79.7,28.682,-89.93,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69179,1986,"fall",10,27,21.9,28.5885,-90.68,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69180,1986,"fall",10,27,21.9,28.588,-90.6785,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69181,1986,"fall",10,27,20.1,28.6135,-90.807,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69182,1986,"fall",10,28,23.8,28.585,-90.945,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69183,1986,"fall",10,28,12.8,28.8535,-90.885,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69184,1986,"fall",10,28,12.8,28.855,-90.8835,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69185,1986,"fall",10,28,23.8,28.5805,-90.9555,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69186,1986,"fall",10,28,20.1,28.609,-90.7875,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69187,1986,"fall",10,28,9.1,29.1955,-89.9945,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69188,1986,"fall",10,28,14.6,29.1835,-89.6855,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69189,1986,"fall",10,28,16.5,29.1705,-89.66,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69190,1986,"fall",10,29,21.9,29.071,-89.676,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69191,1986,"fall",10,29,24,29.0735,-89.6695,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69192,1986,"fall",10,29,16.5,29.1705,-89.6685,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69193,1986,"fall",10,29,14.6,29.1815,-89.6845,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69194,1986,"fall",10,29,7.3,29.198,-89.991,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69195,1986,"fall",10,29,27.4,28.8935,-90.151,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69196,1986,"fall",10,29,27.4,28.8955,-90.151,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69197,1986,"fall",10,29,11,29.028,-90.3405,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69198,1986,"fall",10,30,18.3,28.9065,-90.4375,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69199,1986,"fall",10,30,9.1,28.9885,-90.742,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69200,1986,"fall",10,30,9.1,28.989,-90.746,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69201,1986,"fall",10,30,18.3,28.907,-90.446,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69202,1986,"fall",10,30,11,29.03,-90.346,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69203,1996,"summer",6,5,6.4,30.174,-88.0625,"1_inshore","2_Lou",0.130214106669218,0.0130865177202564,0.083753713409641,0.833370282682995
"CHRYSAORA","large jellyfish",69204,1996,"summer",6,5,9.1,30.165,-88.0655,"1_inshore","2_Lou",0.0325535266673045,0.000933201097796062,0.00849212998994416,0.296237092672471
"CHRYSAORA","large jellyfish",69205,1996,"summer",6,5,14.8,30.1545,-88.045,"1_inshore","2_Lou",0.0325535266673045,0.000607665831123017,0.00899345430062065,0.481792194676107
"CHRYSAORA","large jellyfish",69206,1996,"summer",6,5,20.1,30.121,-88.0685,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69207,1996,"summer",6,5,22.3,30.0785,-88.193,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69208,1996,"summer",6,5,29.8,29.998,-88.273,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69209,1996,"summer",6,5,31.3,29.985,-88.2835,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69210,1996,"summer",6,5,24,30.037,-88.401,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69211,1996,"summer",6,5,15,30.176,-88.334,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69212,1996,"summer",6,5,12.8,30.217,-88.1505,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69214,1990,"summer",6,7,7.7,30.2265,-88.242,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69215,1990,"summer",6,7,10.1,30.18,-88.267,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69216,1990,"summer",6,7,18.3,30.079,-88.4945,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69217,1990,"summer",6,7,21.9,30.058,-88.32,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69218,1990,"summer",6,7,31.1,29.977,-88.3415,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69219,1990,"summer",6,7,28,30.0125,-88.3525,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69220,1990,"summer",6,7,22.3,30.0415,-88.4525,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69221,1990,"summer",6,7,17,30.073,-88.4315,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69222,1990,"summer",6,7,15,30.1855,-88.391,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69223,1990,"summer",6,8,20.5,30.11,-88.0655,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69224,1990,"summer",6,11,32.9,29.9405,-88.3425,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69225,1990,"summer",6,11,27.8,30.011,-88.2125,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69226,1990,"summer",6,11,25.8,30.055,-88.199,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69227,1998,"winter",5,19,23,30.039,-88.218,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69228,1998,"summer",7,15,24,30.047,-88.078,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69229,1998,"summer",7,29,23,30.013,-88.097,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69230,1998,"summer",7,29,21,30.019,-88.081,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69231,1998,"summer",8,28,34,29.956,-87.76,"2_shelf","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69232,1990,"summer",7,12,11.9,30.2095,-88.2395,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69245,1986,"fall",10,28,28,29.983,-88.2,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69246,1986,"fall",10,28,9.1,30.217,-88,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69247,1986,"fall",10,28,16.3,30.083,-87.95,"1_inshore","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69248,1986,"fall",10,28,16.3,30.083,-87.967,"1_inshore","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69249,1986,"fall",10,28,18.1,30.1,-87.9,"1_inshore","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69250,1986,"fall",10,28,11,30.167,-87.65,"1_inshore","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69251,1999,"winter",1,25,26,29.99,-88.105,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69252,1999,"winter",1,26,31.1,29.947,-87.775,"2_shelf","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69253,1999,"winter",1,27,26,29.975,-88.009,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69254,1999,"summer",8,5,28.2,30.012,-87.732,"2_shelf","3_Fla",0,0,0,0
"CHRYSAORA","large jellyfish",69255,1999,"summer",8,6,30,29.972,-88.041,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69256,1999,"fall",10,28,20.5,30.049,-88.082,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69257,1999,"winter",12,14,21,30.021,-88.039,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69357,1986,"summer",6,16,11,29.199,-89.9395,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69358,1986,"summer",6,16,21.9,29.129,-89.786,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69359,1986,"summer",6,16,21.9,29.132,-89.785,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69360,1986,"summer",6,16,11,29.196,-89.941,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69361,1986,"summer",6,17,11,29.019,-90.332,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69362,1986,"summer",6,17,14.6,28.961,-90.374,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69363,1986,"summer",6,17,11,29.0265,-90.3395,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69364,1986,"summer",6,17,14.6,28.956,-90.38,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69365,1986,"summer",6,17,18.3,28.9195,-90.299,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69366,1986,"summer",6,17,18.3,28.911,-90.496,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69367,1986,"summer",6,17,18.3,28.912,-90.308,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69368,1986,"summer",6,18,16.5,28.9045,-90.4645,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69369,1986,"summer",6,18,12.8,28.864,-90.7595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69370,1986,"summer",6,18,9.1,28.883,-90.8825,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69371,1986,"summer",6,18,9.1,28.8755,-90.878,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69372,1986,"summer",6,18,12.8,28.8685,-90.7695,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69373,1986,"summer",6,18,20.1,28.6315,-90.643,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69374,1986,"summer",6,18,27.4,28.5335,-90.8035,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69375,1986,"summer",6,18,25.6,28.55,-90.794,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69376,1986,"summer",6,18,23.8,28.5725,-90.9505,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69377,1986,"summer",6,18,23.8,28.567,-90.9525,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69378,1986,"summer",6,18,25.6,28.556,-90.8035,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69379,1986,"summer",6,19,27.4,28.531,-90.799,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69380,1986,"summer",6,19,20.1,28.641,-90.642,"2_shelf","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69385,1982,"summer",6,1,7,29.49,-89.148,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69386,1982,"summer",6,3,3.7,30.053,-88.861,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69387,1982,"summer",6,3,5.5,30.054,-88.858,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69388,1982,"summer",6,3,5.5,30.055,-88.857,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69389,1982,"summer",6,3,9.1,30.058,-88.85,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69390,1982,"summer",6,3,9.1,30.061,-88.846,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69395,1982,"summer",6,8,7,29.49,-89.148,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69396,1982,"summer",6,8,3.7,30.053,-88.861,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69397,1982,"summer",6,8,5.5,30.054,-88.858,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69398,1982,"summer",6,8,5.5,30.055,-88.857,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69399,1982,"summer",6,8,9.1,30.058,-88.85,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69400,1982,"summer",6,8,9.1,30.061,-88.846,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69402,1982,"summer",6,16,5.5,29.259,-89.915,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69403,1982,"summer",6,16,5.5,29.251,-89.903,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69404,1982,"summer",6,16,10,29.008,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69405,1982,"summer",6,16,5.5,29.025,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69406,1982,"summer",6,16,5.5,29.245,-89.898,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69407,1982,"summer",6,16,9.1,29.232,-89.878,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69408,1982,"summer",6,16,5.5,29.034,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69409,1982,"summer",6,16,2,29.063,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69410,1982,"summer",6,16,2,29.075,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69414,1982,"summer",6,17,7.3,29.7,-93.367,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69416,1982,"summer",6,17,9.1,28.937,-90.967,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69417,1982,"summer",6,17,2,29.158,-90.971,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69418,1982,"summer",6,17,7.2,28.975,-90.965,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69419,1982,"summer",6,17,5.5,29.017,-90.982,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69420,1982,"summer",6,17,5.5,29.038,-90.975,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69422,1982,"summer",6,18,4.7,29.417,-92.116,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69423,1982,"summer",6,18,5.5,29.31,-92.143,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69424,1982,"summer",6,18,11,29.173,-92.15,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69425,1982,"summer",6,18,12.8,29.157,-92.157,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69429,1982,"summer",6,22,7.3,29.7,-93.367,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69431,1982,"summer",6,22,10,29.008,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69432,1982,"summer",6,22,9.1,28.937,-90.967,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69433,1982,"summer",6,22,7.2,28.975,-90.965,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69434,1982,"summer",6,22,5.5,29.025,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69435,1982,"summer",6,22,5.5,29.017,-90.982,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69436,1982,"summer",6,22,5.5,29.034,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69437,1982,"summer",6,22,5.5,29.038,-90.975,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69438,1982,"summer",6,22,2,29.158,-90.971,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69439,1982,"summer",6,22,2,29.075,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69440,1982,"summer",6,22,2,29.063,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69442,1982,"summer",6,23,5.5,29.259,-89.915,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69443,1982,"summer",6,23,5.5,29.251,-89.903,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69444,1982,"summer",6,23,5.5,29.245,-89.898,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69445,1982,"summer",6,23,9.1,29.232,-89.878,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69447,1982,"summer",6,24,4.7,29.417,-92.116,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69448,1982,"summer",6,24,5.5,29.31,-92.143,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69449,1982,"summer",6,24,11,29.173,-92.15,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69450,1982,"summer",6,24,12.8,29.157,-92.157,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69452,1982,"summer",6,29,5.5,29.259,-89.915,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69453,1982,"summer",6,29,5.5,29.251,-89.903,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69454,1982,"summer",6,29,5.5,29.245,-89.898,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69455,1982,"summer",6,29,9.1,29.232,-89.878,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69459,1982,"summer",6,30,7.3,29.7,-93.367,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69460,1982,"summer",6,30,10,29.008,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69461,1982,"summer",6,30,5.5,29.025,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69462,1982,"summer",6,30,5.5,29.034,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69463,1982,"summer",6,30,2,29.063,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69464,1982,"summer",6,30,2,29.075,-90.595,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69466,1982,"summer",7,1,4.7,29.417,-92.116,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69467,1982,"summer",7,1,9.1,28.937,-90.967,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69468,1982,"summer",7,1,7.2,28.975,-90.965,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69469,1982,"summer",7,1,11,29.173,-92.15,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69470,1982,"summer",7,1,5.5,29.017,-90.982,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69471,1982,"summer",7,1,5.5,29.038,-90.975,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69472,1982,"summer",7,1,12.8,29.157,-92.157,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69473,1982,"summer",7,1,2,29.158,-90.971,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69474,1982,"summer",7,1,5.5,29.31,-92.143,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69476,1982,"summer",7,7,5.5,29.259,-89.915,"1_inshore","2_Lou",0,0,0,0
"CHRYSAORA","large jellyfish",69477,1982,"summer",7,7,5.5,29.251,-89.903,"1_inshore","2_Lou",0,0,0,0
